3861 274 -1550; 103 0 -26
4224 -307 -465; 50 -137 -200
4245 -285 -492; 40 -135 -188
4281 -213 -398; 42 -129 -180
4210 -256 -395; 30 -125 -172
4190 -242 -395; 32 -114 -164
4185 -213 -405; 37 -107 -156
4209 -218 -537; 13 -93 -150
4181 -246 -523; 2 -83 -142
4110 -287 -487; -4 -73 -134
4131 -242 -478; 0 -62 -125
4224 -216 -484; 12 -53 -116
4208 -304 -514; -6 -41 -106
4184 -296 -486; -7 -33 -95
4249 -319 -492; -5 -24 -89
4122 -401 -504; 6 -11 -80
4096 -316 -385; 61 -3 -69
4098 -278 -408; 95 7 -66
4135 -256 -351; 101 18 -64
4224 -255 -320; 104 25 -63
4281 -172 -346; 104 33 -67
4261 -184 -254; 89 38 -72
4230 -238 -238; 74 44 -76
4217 -229 -224; 70 49 -80
4176 -265 -237; 67 54 -86
4182 -236 -225; 70 59 -90
4107 -301 -169; 66 62 -92
4103 -291 -184; 72 65 -97
4173 -230 -180; 88 65 -101
4220 -218 -196; 84 68 -105
4252 -274 -162; 75 64 -111
4263 -345 -224; 67 65 -118
4304 -299 -193; 75 62 -120
4277 -394 -164; 73 59 -123
4264 -437 -147; 78 58 -122
4238 -462 -31; 113 56 -122
4211 -486 2; 147 57 -121
4189 -483 72; 182 58 -118
4242 -437 64; 207 59 -117
4250 -443 48; 204 57 -118
4302 -436 35; 185 56 -115
4301 -512 53; 158 46 -119
4311 -504 103; 132 38 -124
4297 -522 182; 103 26 -131
4324 -579 237; 75 15 -139
4321 -659 200; 85 5 -145
4410 -583 159; 151 -10 -155
4408 -522 192; 228 -22 -168
4321 -592 287; 263 -38 -183
4327 -623 399; 285 -57 -201
4334 -695 408; 291 -73 -219
4270 -776 462; 296 -91 -233
4282 -663 427; 330 -111 -249
4240 -555 464; 340 -134 -267
4100 -580 447; 324 -162 -284
4059 -595 599; 309 -192 -305
4059 -571 482; 271 -223 -331
4045 -543 429; 253 -257 -356
4102 -571 404; 245 -296 -381
4138 -603 327; 232 -340 -405
4111 -729 239; 224 -385 -430
4074 -737 213; 274 -436 -450
4025 -659 212; 343 -491 -471
3957 -538 294; 401 -547 -493
3876 -383 331; 417 -607 -512
3902 -252 224; 363 -669 -545
3829 -238 126; 267 -733 -580
3839 -210 104; 217 -804 -616
3880 -113 17; 166 -877 -662
3939 -35 -218; 79 -956 -709
4041 -63 -473; 6 -1042 -759
4155 -27 -796; 3 -1130 -809
4161 -12 -959; 43 -1228 -859
4091 87 -1120; 90 -1329 -907
4134 283 -1313; 122 -1435 -958
4047 418 -1487; 119 -1541 -1011
3932 628 -1469; 119 -1643 -1064
3834 723 -1568; 75 -1743 -1123
3686 768 -1571; -3 -1833 -1182
3536 765 -1518; -35 -1918 -1238
3381 763 -1575; -61 -1993 -1294
3251 762 -1782; -86 -2067 -1343
3235 887 -1931; -55 -2132 -1392
3149 916 -2110; -88 -2202 -1443
2994 945 -2273; -131 -2274 -1494
2868 1038 -2370; -70 -2345 -1546
2884 1228 -2444; 50 -2417 -1597
2744 1453 -2418; 139 -2487 -1650
2497 1631 -2412; 158 -2556 -1704
2253 1806 -2366; 88 -2625 -1764
2100 1680 -2484; -54 -2687 -1825
2011 1461 -2627; -180 -2742 -1879
1890 1081 -2857; -219 -2795 -1924
1561 903 -3143; -126 -2840 -1948
1311 1233 -3260; 141 -2895 -1954
1282 1474 -3284; 306 -2958 -1944
1344 1236 -3520; 194 -3011 -1935
1497 1081 -3607; 145 -3068 -1924
1353 1022 -3649; 293 -3104 -1891
936 1237 -3462; 611 -3118 -1828
503 1327 -3384; 839 -3140 -1764
357 1778 -3249; 1009 -3136 -1680
316 2078 -3000; 988 -3108 -1588
281 1798 -3086; 651 -3054 -1522
255 1592 -3023; 376 -2960 -1439
26 1528 -2905; 290 -2837 -1341
58 1455 -3159; 198 -2693 -1255
-359 1718 -3465; 147 -2543 -1155
-508 1881 -3327; 419 -2350 -1027
-190 1895 -3206; 559 -2160 -899
-39 1991 -3111; 411 -1990 -787
-48 1822 -3423; 101 -1767 -677
-71 1851 -3380; -91 -1574 -572
159 1970 -3705; -119 -1381 -474
272 2163 -3432; -43 -1189 -390
291 2524 -4146; -7 -1019 -318
390 2261 -4139; -47 -862 -263
437 2188 -4218; -70 -730 -219
371 2171 -4378; -54 -607 -169
188 2055 -4369; -48 -508 -129
273 1979 -4481; -40 -416 -93
327 2216 -4403; 25 -346 -59
386 2279 -4476; 50 -287 -36
454 2333 -4541; 27 -233 -18
529 2313 -4473; 30 -198 -6
446 2145 -4531; 13 -164 -1
363 2013 -4461; 16 -143 6
338 1926 -4445; 43 -130 13
380 1886 -4357; 79 -120 21
387 1952 -4281; 97 -109 31
378 1856 -4330; 77 -100 35
321 1884 -4288; 112 -93 39
327 1961 -4204; 215 -89 40
386 2062 -4055; 273 -82 33
404 2132 -3972; 254 -75 26
340 2033 -3890; 180 -61 5
295 1981 -3804; 102 -49 -8
239 1869 -3783; 32 -33 -23
196 1758 -3861; -23 -11 -37
232 1759 -3904; -3 5 -45
297 1873 -3903; 82 27 -54
248 1970 -3829; 140 51 -62
232 1955 -3821; 132 71 -72
170 1926 -3866; 72 93 -82
142 1830 -3932; -13 113 -91
222 1822 -3986; -72 136 -98
248 1836 -4049; -89 157 -97
231 1758 -4122; -76 179 -92
247 1715 -4088; -7 201 -82
175 1746 -4053; 66 222 -67
127 1771 -4052; 93 248 -52
214 1700 -4067; 71 274 -34
242 1729 -4093; 58 299 -10
252 1738 -4103; 74 331 12
297 1675 -4100; 118 364 36
311 1782 -4038; 211 394 65
376 1840 -4039; 280 429 89
396 1841 -4020; 284 463 115
383 1826 -4128; 249 496 139
374 1824 -4215; 226 531 161
373 1912 -4193; 231 562 188
369 1835 -4268; 232 595 214
388 1784 -4269; 271 630 240
375 1879 -4191; 370 666 269
318 1913 -4079; 435 705 291
375 1788 -4020; 441 746 313
419 1727 -3932; 428 788 336
408 1714 -3916; 413 836 358
371 1820 -3869; 389 885 382
361 1902 -3860; 343 933 398
408 1946 -3839; 287 981 410
375 1968 -3787; 244 1031 425
360 1846 -3720; 207 1082 433
397 1640 -3655; 183 1133 445
408 1493 -3585; 178 1186 462
454 1390 -3528; 155 1238 481
545 1390 -3527; 113 1290 502
447 1516 -3550; 72 1341 529
486 1509 -3544; 30 1384 546
609 1505 -3580; 24 1422 564
591 1579 -3551; 73 1458 586
681 1567 -3345; 116 1490 592
992 1452 -3102; 64 1517 607
1173 1100 -3097; -92 1544 621
1194 845 -3163; -211 1573 639
1233 838 -3093; -177 1598 674
1186 938 -3089; -75 1623 707
1007 1218 -3067; 11 1646 733
1096 1349 -3023; 41 1667 748
1189 1605 -2968; 41 1682 754
1444 1782 -2847; 4 1689 751
1635 1662 -2866; -158 1695 744
1785 1377 -2833; -365 1694 741
1844 957 -2893; -519 1685 744
1828 619 -2879; -538 1680 770
1831 374 -2780; -386 1675 797
1757 454 -2635; -138 1674 838
1745 765 -2353; 99 1679 880
1728 1258 -2053; 161 1685 903
1749 1425 -1839; 17 1694 919
2188 1349 -1851; -285 1689 932
2356 873 -2056; -627 1687 956
2265 360 -2223; -801 1679 982
2318 278 -2358; -662 1651 1018
2400 387 -2313; -352 1629 1066
2578 350 -2225; -99 1604 1097
2807 521 -2075; 81 1573 1113
2845 859 -1845; 165 1546 1132
3004 1094 -1495; 115 1518 1124
3154 1207 -1372; -113 1484 1115
3230 1053 -1337; -401 1449 1102
3228 825 -1635; -637 1414 1086
3183 490 -1838; -672 1366 1081
3435 429 -1833; -440 1318 1080
3770 539 -1869; -254 1264 1073
4021 493 -1733; -251 1203 1061
4202 509 -1779; -322 1146 1047
4107 368 -1494; -385 1082 1038
4054 129 -1212; -406 1029 1029
4058 37 -1026; -411 979 1020
3966 -71 -1239; -442 931 1020
4046 -258 -1239; -368 889 1015
4281 -318 -1056; -169 848 1016
4449 -288 -812; -31 808 1011
4687 -69 -499; 64 768 992
4805 9 -476; 43 735 970
4874 44 -269; -79 692 937
4973 -214 -313; -236 658 899
4960 -538 -319; -370 616 858
5033 -724 -513; -357 569 819
5202 -709 -402; -181 526 780
5296 -658 -320; -39 477 736
5335 -651 -153; 20 429 683
5370 -512 -108; 31 379 626
5395 -583 -70; -4 328 556
5336 -563 -18; -38 283 486
5204 -675 57; -65 234 410
5025 -662 85; -77 193 337
4930 -738 35; -88 150 267
4764 -865 -25; -97 110 198
4655 -862 -116; -94 73 136
4602 -795 -195; -83 33 78
4568 -851 -380; -112 -5 27
4447 -1066 -428; -143 -44 -22
4266 -1007 -422; -90 -76 -55
4218 -910 -412; -25 -109 -87
4137 -808 -451; -14 -138 -113
4092 -828 -385; -15 -162 -130
4042 -932 -346; -52 -180 -153
3963 -826 -297; -76 -191 -160
3994 -759 -308; -96 -202 -169
3847 -812 -321; -161 -208 -171
3778 -917 -287; -168 -208 -167
3739 -887 -374; -125 -208 -158
3796 -843 -458; -98 -207 -142
3892 -898 -479; -77 -209 -125
3907 -917 -509; -61 -211 -102
3962 -797 -544; -36 -215 -79
3976 -756 -595; -43 -218 -55
3945 -767 -538; -55 -220 -28
4029 -715 -601; -67 -221 -4
4063 -798 -568; -98 -222 19
4099 -884 -525; -84 -221 47
4281 -853 -582; -35 -222 74
4460 -777 -723; 7 -224 104
4534 -744 -765; 46 -224 127
4692 -569 -767; 88 -231 151
4659 -676 -720; 72 -237 167
4664 -723 -556; 80 -240 189
4715 -752 -512; 95 -249 205
4723 -741 -557; 84 -249 219
4773 -680 -517; 115 -254 234
4836 -620 -527; 155 -260 244
4878 -560 -571; 161 -267 254
4888 -625 -617; 133 -283 260
4843 -844 -579; 106 -299 264
4791 -985 -541; 133 -322 276
4740 -1095 -589; 192 -348 289
4666 -1115 -543; 296 -375 305
4587 -1011 -413; 443 -404 324
4592 -881 -371; 543 -439 336
4605 -665 -516; 543 -478 345
4633 -666 -550; 451 -525 341
4468 -624 -553; 311 -575 330
4465 -753 -466; 173 -640 318
4435 -823 -684; 53 -705 300
4476 -978 -787; -9 -775 279
4439 -1070 -1051; -10 -847 258
4348 -1150 -1176; 70 -927 239
4259 -1147 -1217; 187 -1012 222
4151 -1073 -1370; 279 -1100 208
4066 -1025 -1548; 298 -1197 191
4094 -1067 -1785; 267 -1296 173
4083 -994 -1889; 252 -1395 156
4014 -968 -2000; 192 -1498 130
3892 -966 -1966; 123 -1601 104
3722 -1045 -2003; 107 -1698 77
3502 -1087 -1842; 149 -1785 51
3339 -1129 -1705; 224 -1860 21
3147 -1063 -1572; 277 -1928 -2
2913 -920 -1529; 308 -1986 -26
2788 -721 -1435; 282 -2033 -56
2742 -650 -1532; 159 -2079 -97
2699 -678 -1827; 0 -2118 -142
2504 -694 -1961; -60 -2156 -194
2429 -726 -1826; -16 -2187 -248
2312 -963 -1760; -37 -2208 -296
2036 -971 -2124; -37 -2226 -338
1909 -1120 -2459; 24 -2244 -391
2008 -1181 -2636; 197 -2254 -431
2024 -1036 -2667; 496 -2273 -452
2003 -794 -2703; 674 -2288 -478
2091 -707 -2857; 671 -2300 -506
1782 -470 -2579; 617 -2306 -519
1502 -656 -2521; 449 -2291 -543
1364 -1079 -2673; 190 -2274 -581
1023 -1240 -2814; 164 -2241 -585
1033 -1404 -3004; 365 -2183 -587
828 -1128 -3053; 592 -2137 -572
1045 -642 -3134; 863 -2088 -562
1320 -13 -2864; 952 -2038 -553
1110 0 -3027; 646 -1970 -548
847 -548 -3258; 193 -1889 -563
526 -694 -3466; -49 -1818 -561
386 -1007 -3764; -128 -1722 -561
186 -842 -3810; -85 -1622 -536
268 -763 -3836; 82 -1503 -497
432 -557 -3710; 193 -1390 -462
568 -234 -3595; 221 -1273 -429
827 -297 -3606; 139 -1146 -412
920 -225 -3561; 58 -1026 -386
833 -372 -3692; 0 -903 -368
916 -551 -3760; -19 -795 -362
872 -459 -3884; 15 -697 -330
848 -684 -4053; 0 -595 -308
928 -625 -4058; -22 -521 -283
1035 -655 -4153; -52 -452 -248
1131 -746 -4254; -102 -383 -231
1233 -591 -4206; -45 -336 -199
1241 -489 -4288; 41 -283 -172
1128 -441 -4261; 88 -240 -160
1258 -504 -4247; 111 -205 -144
1206 -580 -4251; 109 -166 -132
1260 -643 -4222; 120 -138 -120
1348 -597 -4090; 154 -109 -103
1338 -600 -4025; 142 -82 -90
1408 -748 -4099; 94 -55 -79
1396 -749 -4092; 135 -36 -61
1305 -759 -4099; 217 -17 -48
1307 -679 -3999; 273 2 -30
1199 -702 -3989; 249 20 -15
1129 -754 -4016; 184 40 -8
1165 -634 -3903; 175 55 3
1188 -593 -3958; 157 79 11
1163 -556 -3937; 139 101 13
1147 -484 -3901; 157 122 16
1151 -481 -3874; 155 150 8
1036 -515 -3788; 137 176 1
991 -537 -3687; 130 209 -4
936 -582 -3607; 99 242 -17
879 -513 -3626; 45 280 -20
900 -543 -3649; -6 323 -28
899 -607 -3735; -50 361 -37
819 -516 -3794; -24 404 -35
809 -480 -3774; 30 445 -41
714 -382 -3622; 39 488 -42
623 -455 -3535; -15 538 -40
649 -676 -3452; -104 585 -47
726 -829 -3376; -155 638 -34
783 -959 -3406; -179 696 -21
859 -824 -3392; -148 750 -14
884 -602 -3419; -91 808 1
821 -615 -3531; -60 863 1
786 -305 -3380; 38 910 0
845 -219 -3154; 83 959 -7
887 -173 -3040; -84 1009 -32
1072 -420 -3079; -338 1054 -49
1272 -738 -3258; -551 1103 -54
1286 -836 -3456; -572 1150 -48
1253 -680 -3485; -440 1193 -32
1229 -616 -3570; -310 1234 -17
1212 -549 -3559; -221 1267 -5
1134 -221 -3184; -154 1300 11
1613 -426 -3076; -275 1330 12
1919 -626 -3172; -530 1355 24
2028 -638 -3213; -608 1391 48
2197 -552 -3184; -529 1414 57
2274 -252 -3116; -374 1434 79
2169 -224 -3143; -272 1468 96
2105 -338 -3196; -229 1482 89
2156 -375 -2996; -133 1497 102
2356 -694 -2854; -95 1521 111
2367 -746 -2725; -131 1536 117
2393 -572 -2535; -108 1557 135
2518 -542 -2503; -100 1577 138
2646 -272 -2547; -104 1591 143
2694 -204 -2609; -114 1605 143
2849 -238 -2720; -258 1611 128
2861 -402 -2786; -384 1602 111
2908 -437 -2629; -365 1599 108
2977 -468 -2489; -311 1588 98
3050 -545 -2341; -280 1575 85
3234 -360 -2063; -175 1568 80
3251 -314 -1998; -146 1553 58
3441 -258 -2011; -161 1539 33
3550 -141 -1866; -138 1522 11
3585 -219 -2044; -235 1491 -21
3635 -405 -2232; -354 1455 -59
3689 -488 -2138; -307 1406 -78
3957 -524 -2096; -228 1357 -106
4163 -529 -1923; -214 1298 -137
4381 -642 -1672; -198 1247 -161
4493 -600 -1590; -192 1195 -189
4536 -712 -1498; -187 1140 -214
4640 -654 -1455; -108 1091 -239
4703 -599 -1353; -60 1037 -262
4732 -740 -1389; -91 986 -288
4952 -828 -1380; -120 929 -306
5044 -1030 -1427; -161 871 -324
5158 -1087 -1248; -115 818 -339
5107 -1057 -976; 12 761 -346
5071 -986 -757; 114 716 -360
5110 -757 -602; 195 668 -376
5036 -860 -587; 175 629 -392
4994 -988 -477; 146 592 -415
4959 -924 -435; 170 552 -429
4951 -983 -455; 168 519 -445
5012 -996 -530; 140 482 -460
4922 -1135 -574; 125 449 -472
4772 -1155 -499; 165 421 -482
4652 -937 -454; 258 386 -489
4562 -890 -512; 314 361 -500
4546 -778 -443; 356 334 -512
4537 -862 -405; 346 311 -526
4526 -838 -377; 317 293 -541
4547 -717 -436; 321 274 -552
4511 -731 -367; 316 264 -564
4313 -771 -235; 313 257 -568
4183 -785 -155; 324 253 -572
4129 -706 -259; 324 252 -573
4171 -687 -370; 310 255 -568
4077 -780 -370; 279 259 -559
4073 -828 -434; 247 262 -546
4073 -767 -452; 237 263 -531
4059 -758 -466; 232 270 -505
4041 -761 -390; 245 276 -480
4069 -800 -451; 261 286 -449
4085 -889 -455; 283 296 -423
4099 -721 -481; 353 310 -391
4120 -672 -447; 397 320 -365
4187 -549 -437; 386 331 -342
4266 -624 -439; 354 340 -321
4363 -711 -514; 317 350 -305
4451 -756 -468; 328 358 -293
4601 -748 -509; 366 365 -279
4701 -846 -600; 409 372 -267
4791 -891 -470; 496 379 -256
4818 -917 -450; 563 389 -249
4771 -948 -328; 598 400 -244
4735 -908 -166; 666 416 -240
4736 -871 -50; 714 434 -240
4781 -819 -46; 714 455 -250
4887 -785 43; 715 478 -258
4909 -814 107; 683 496 -277
4953 -949 45; 643 515 -298
4939 -1010 93; 688 530 -314
4988 -939 44; 800 544 -336
4975 -864 55; 874 551 -362
4927 -889 148; 924 557 -385
4819 -897 248; 966 564 -418
4694 -752 428; 983 562 -455
4608 -758 490; 984 562 -494
4523 -664 508; 979 556 -536
4568 -513 313; 961 545 -586
4603 -348 113; 932 522 -643
4718 -89 -114; 907 488 -698
4677 -76 -21; 863 446 -760
4416 -48 307; 807 402 -821
4281 -258 524; 708 353 -884
4241 -331 466; 643 302 -938
4271 -319 295; 679 252 -983
4329 -116 251; 775 201 -1032
4293 266 172; 854 140 -1084
4329 695 73; 848 68 -1149
4192 1032 90; 771 -10 -1221
4073 1018 191; 606 -89 -1300
3937 920 120; 399 -169 -1390
3883 864 90; 297 -246 -1470
3744 977 72; 267 -318 -1541
3724 977 16; 246 -393 -1620
3707 1068 -120; 248 -476 -1684
3645 1058 -378; 311 -561 -1746
3571 1279 -570; 412 -656 -1806
3494 1548 -663; 479 -768 -1865
3470 1842 -849; 442 -882 -1924
3457 2158 -846; 313 -1007 -1986
3487 2080 -976; 84 -1127 -2049
3346 1932 -975; -72 -1241 -2109
3148 1821 -1125; -42 -1349 -2162
3002 1865 -1219; 131 -1452 -2209
2919 2140 -1349; 358 -1565 -2244
3026 2479 -1488; 520 -1684 -2282
2990 2732 -1447; 562 -1804 -2317
3081 2715 -1472; 426 -1921 -2353
2829 2511 -1425; 226 -2027 -2383
2451 2186 -1401; 126 -2111 -2402
2399 1918 -1346; 186 -2186 -2409
2064 1928 -1295; 352 -2225 -2367
1616 1920 -1205; 481 -2261 -2319
1504 1784 -1292; 521 -2287 -2265
1459 1880 -1242; 600 -2292 -2181
1718 2023 -1138; 709 -2287 -2107
1710 2399 -1064; 781 -2260 -2008
1277 2477 -1181; 757 -2200 -1896
771 2432 -1210; 722 -2143 -1815
720 2983 -1118; 753 -2068 -1713
760 3380 -1063; 599 -1971 -1629
561 3306 -1552; 110 -1855 -1557
506 2927 -1995; -303 -1720 -1487
420 2766 -2212; -358 -1586 -1418
71 2953 -2265; -172 -1439 -1329
169 3104 -2145; 23 -1298 -1240
391 3286 -2165; 85 -1163 -1155
351 3302 -2325; 27 -1019 -1060
381 3190 -2447; -95 -880 -983
519 3161 -2155; -206 -755 -901
640 3162 -2711; -339 -622 -814
675 2976 -2574; -400 -495 -727
714 3038 -2492; -307 -372 -645
603 3195 -2409; -172 -249 -553
731 3291 -2322; -59 -138 -473
875 3408 -2224; -20 -30 -400
887 3443 -2231; -67 68 -330
1013 3378 -2339; -154 155 -271
1158 3398 -2407; -222 225 -212
1192 3430 -2547; -265 282 -157
1307 3440 -2646; -268 323 -108
1343 3378 -2831; -184 347 -61
1422 3389 -2911; -11 357 -16
1564 3437 -2953; 171 353 24
1664 3503 -2934; 292 338 60
1752 3608 -2859; 354 320 94
1739 3757 -2765; 360 296 124
1677 3829 -2629; 314 274 151
1641 3807 -2551; 236 261 174
1629 3790 -2379; 203 250 196
1599 3858 -2258; 226 251 218
1533 3836 -2217; 240 263 239
1497 3722 -2292; 238 280 263
1438 3540 -2344; 249 307 292
1360 3435 -2301; 269 336 327
1390 3395 -2188; 258 370 366
1312 3410 -2042; 195 416 406
1260 3381 -1972; 98 468 448
1292 3382 -1898; 38 524 487
1211 3392 -1966; 58 587 525
1237 3507 -1883; 138 655 559
1332 3518 -1870; 179 721 583
1368 3478 -1885; 159 789 606
1407 3369 -1938; 127 850 622
1386 3468 -2029; 107 904 643
1387 3499 -2042; 60 953 658
1602 3403 -2086; -57 991 671
1571 3210 -2205; -165 1024 689
1628 3032 -2273; -196 1046 710
1697 2864 -2326; -145 1063 736
1660 2792 -2225; -46 1077 767
1797 2685 -2100; 50 1086 796
1956 2640 -1982; 108 1095 827
2018 2557 -1862; 134 1107 862
2120 2471 -1800; 129 1117 896
2068 2509 -1787; 137 1128 931
2091 2638 -1745; 144 1133 966
2233 2604 -1798; 104 1130 991
2346 2584 -1874; 48 1124 1015
2523 2557 -1693; 27 1112 1037
2703 2378 -1495; -1 1100 1052
2885 2237 -1383; -43 1085 1070
2942 2098 -1289; -41 1070 1087
2931 2013 -1213; -10 1064 1101
3039 1909 -1166; 51 1051 1115
2834 2146 -1110; 154 1045 1127
2711 2385 -942; 206 1035 1132
3027 2367 -888; 91 1014 1126
3222 2183 -916; -78 1000 1118
3261 2098 -908; -203 975 1116
3247 1882 -941; -289 946 1116
3182 1676 -1016; -320 917 1125
3175 1432 -1029; -267 878 1136
3227 1324 -1140; -158 846 1153
3337 1455 -1040; 8 811 1173
3450 1765 -754; 140 782 1187
3341 1922 -472; 89 756 1197
3363 1720 -301; -138 724 1194
3377 1420 -317; -329 700 1199
3350 1157 -238; -380 672 1209
3414 1158 -422; -336 641 1222
3608 1208 -527; -293 611 1234
3662 1168 -523; -282 576 1250
3821 1047 -304; -303 539 1262
3829 896 -134; -324 503 1269
3750 867 84; -300 477 1285
3702 933 195; -222 452 1293
3640 1071 270; -174 441 1303
3653 991 279; -175 433 1304
3649 931 117; -212 423 1298
3645 973 -21; -203 411 1297
3629 901 -106; -193 398 1287
3690 960 -132; -192 381 1271
3699 980 -137; -208 360 1256
3685 913 -166; -268 338 1235
3758 769 -151; -329 316 1207
3715 630 -96; -371 293 1188
3748 436 -95; -399 267 1165
3900 421 -217; -369 242 1138
3859 450 -145; -263 222 1124
3892 540 -1; -170 202 1098
3902 495 5; -218 180 1061
3979 255 103; -318 153 1029
4115 -13 124; -373 124 994
4438 17 119; -360 93 962
4618 2 104; -389 57 923
4654 -115 227; -417 25 879
4789 -119 370; -376 -11 833
4860 -67 351; -400 -50 777
4936 -141 471; -409 -78 715
4893 -208 586; -420 -108 650
4881 -344 652; -438 -136 578
4941 -294 612; -413 -161 503
4988 -298 693; -366 -182 429
4968 -226 693; -338 -201 350
4912 -182 826; -346 -222 270
4831 -239 779; -391 -237 189
4810 -295 700; -433 -258 109
4783 -334 565; -456 -273 37
4699 -439 540; -463 -287 -32
4670 -340 387; -451 -303 -92
4649 -427 232; -457 -319 -148
4586 -465 208; -445 -334 -190
4468 -598 161; -428 -344 -221
4350 -653 176; -391 -353 -245
4268 -625 137; -332 -358 -252
4193 -652 79; -274 -358 -257
4156 -567 -22; -218 -357 -250
4132 -547 -59; -173 -354 -240
4071 -508 -133; -160 -348 -225
4029 -554 -95; -128 -347 -205
4063 -447 -112; -78 -338 -182
4109 -353 -75; -44 -330 -160
4148 -290 -66; -37 -317 -134
4187 -309 -100; -38 -304 -114
4184 -284 -147; -17 -289 -91
4230 -229 -128; 29 -273 -66
4247 -217 -189; 44 -259 -45
4272 -200 -198; 49 -245 -21
4366 -234 -243; 50 -234 -1
4404 -277 -234; 47 -223 17
4467 -179 -183; 73 -210 40
4515 -224 -180; 63 -200 56
4523 -258 -201; 28 -192 74
4570 -339 -216; 20 -187 92
4583 -467 -240; 29 -181 108
4643 -554 -234; 61 -179 131
4708 -700 -298; 83 -179 150
4723 -878 -312; 108 -178 173
4704 -1007 -213; 175 -179 201
4715 -1029 -223; 254 -181 226
4727 -986 -185; 331 -183 250
4737 -951 -169; 359 -182 268
4769 -882 -183; 321 -182 270
4752 -830 -198; 218 -183 264
4688 -1021 -165; 83 -180 242
4574 -1222 -182; 2 -178 213
4441 -1195 -90; 48 -173 176
4357 -1160 -4; 142 -160 115
4178 -697 158; 232 -148 36
4121 -439 235; 232 -131 -82
4127 -165 121; 130 -117 -227
4043 138 177; 94 -105 -385
3894 222 284; 46 -79 -577
3659 305 376; -53 -59 -793
3530 452 395; -88 -32 -1030
3483 562 446; -60 8 -1277
3511 953 491; 5 45 -1540
3728 1475 237; -20 84 -1820
3939 1978 49; -162 120 -2104
3763 1880 102; -415 172 -2390
3638 1629 229; -646 232 -2677
3639 1680 75; -771 293 -2945
3675 1722 -17; -790 382 -3189
3754 2078 17; -751 466 -3410
3748 2150 -22; -840 544 -3624
3769 2291 -178; -944 634 -3824
3873 2605 -240; -969 710 -3994
4055 2822 -386; -1079 795 -4150
3945 2668 -227; -1331 884 -4278
3584 2162 -225; -1581 981 -4369
3379 1956 -274; -1671 1084 -4434
3414 2031 -283; -1577 1184 -4461
3385 2097 -226; -1441 1274 -4467
3312 2192 -276; -1314 1350 -4450
3480 2247 -344; -1162 1397 -4424
3385 2618 -239; -985 1441 -4368
2982 2988 86; -922 1460 -4295
2910 2981 98; -1116 1467 -4227
2715 2721 81; -1340 1488 -4122
2452 2627 321; -1372 1505 -3966
2144 2568 392; -1267 1522 -3791
1840 2681 561; -1125 1529 -3584
1585 2907 719; -979 1507 -3339
1492 3137 936; -932 1478 -3072
1275 3140 913; -1001 1440 -2790
838 2992 700; -1085 1387 -2478
581 2955 664; -1039 1307 -2143
595 3062 588; -890 1198 -1794
617 3366 696; -687 1066 -1430
553 3274 582; -565 916 -1060
619 3073 539; -421 731 -695
727 3148 688; -169 531 -316
808 3172 720; 39 314 58
893 3311 758; 227 87 424
981 3337 846; 393 -139 787
1144 3313 902; 572 -368 1127
1344 3476 1023; 774 -589 1465
1507 3501 953; 931 -797 1788
1921 3531 952; 1068 -1001 2085
2196 3777 1048; 1208 -1191 2376
2353 3692 881; 1236 -1363 2647
2710 3437 796; 1227 -1528 2898
3048 3435 743; 1286 -1686 3139
3227 3371 673; 1346 -1827 3372
3560 3225 581; 1352 -1953 3591
3769 3225 597; 1351 -2068 3797
3918 3040 553; 1313 -2163 3992
4150 2786 533; 1246 -2254 4172
4308 2645 329; 1213 -2331 4343
4425 2308 55; 1212 -2392 4503
4701 2025 -75; 1305 -2449 4655
4884 1834 -235; 1479 -2482 4806
5145 1811 -313; 1670 -2494 4947
5350 1841 -300; 1782 -2489 5081
5332 1533 -363; 1776 -2455 5209
5312 1244 -398; 1761 -2424 5312
5381 1203 -535; 1785 -2380 5410
5495 1108 -791; 1764 -2317 5491
5702 709 -744; 1769 -2246 5539
5684 744 -826; 1869 -2155 5591
5638 1019 -482; 2058 -2047 5621
5468 1145 -426; 2066 -1904 5607
5279 847 -230; 1945 -1744 5561
5082 981 -1; 1773 -1610 5492
4855 650 -221; 1506 -1456 5386
4651 346 -124; 1234 -1315 5253
4296 -59 -416; 1001 -1191 5092
4114 -322 -421; 866 -1066 4907
3929 -377 -663; 708 -958 4695
3644 -744 -844; 489 -864 4456
3373 -854 -1022; 384 -770 4209
3114 -1261 -1076; 303 -688 3935
2803 -1527 -1324; 199 -616 3628
2506 -1671 -1259; 185 -540 3323
2131 -2028 -1325; 149 -464 2996
1939 -2080 -1288; 158 -390 2657
1758 -2196 -1210; 181 -313 2299
1525 -2243 -1190; 166 -229 1930
1432 -2321 -1081; 145 -156 1547
1352 -2418 -1095; 119 -76 1154
1304 -2350 -910; 100 0 752
1286 -2413 -961; 11 69 328
1410 -2199 -1007; -53 130 -87
1505 -2308 -1150; -156 195 -503
1549 -2499 -1233; -279 257 -920
1752 -2572 -1431; -337 309 -1316
1870 -2764 -1662; -406 368 -1710
1984 -2650 -1618; -408 430 -2068
2184 -2806 -1664; -422 481 -2419
2408 -2919 -1642; -422 547 -2750
2569 -2776 -1447; -294 617 -3051
2878 -2465 -1353; -173 684 -3351
3200 -1943 -1100; -77 747 -3642
3528 -1461 -1024; -85 814 -3926
3857 -1194 -844; -209 882 -4214
4138 -883 -635; -343 967 -4477
