-1741 -86 -3648; -8 -63 -65
-1653 -2312 -3953; 1304 -2193 2671
-1424 -2694 -4113; 1328 -2637 3009
-1185 -2773 -4182; 1353 -3023 3334
-1013 -2684 -4184; 1328 -3393 3653
-538 -2865 -4343; 1197 -3718 3929
-158 -3084 -4493; 1088 -3996 4187
263 -3495 -4875; 994 -4259 4421
866 -3815 -5366; 878 -4476 4612
934 -3812 -5831; 757 -4675 4783
1135 -3870 -6087; 658 -4873 4946
1879 -3950 -5896; 351 -5041 5055
1552 -3954 -5167; -153 -5136 5082
1380 -4160 -4479; -672 -5219 5052
1110 -3827 -3750; -1060 -5278 4973
767 -4291 -4226; -1049 -5179 4798
685 -4257 -4238; -750 -4986 4634
-325 -4294 -4283; -513 -4750 4501
-350 -4893 -4668; -480 -4425 4291
560 -4544 -4293; -650 -4064 4042
-228 -3907 -4746; -875 -3595 3746
-740 -3566 -5514; -1031 -3079 3390
-1132 -3417 -5802; -1398 -2647 3023
-1034 -3940 -6451; -1631 -2172 2629
-1327 -4770 -6981; -1578 -1649 2233
-1787 -5171 -6572; -1498 -1228 1891
-1461 -5303 -6537; -1630 -834 1568
-1748 -5314 -7086; -1737 -389 1269
-2171 -5136 -7063; -2058 -43 1001
-2248 -4917 -7112; -2753 204 721
-2294 -4218 -7489; -3364 462 470
-2769 -3777 -7483; -3552 705 236
-2594 -3438 -6315; -3452 907 -29
-2714 -3476 -5552; -3031 1190 -309
-3320 -2685 -4799; -2444 1505 -581
-3787 -2378 -3772; -2304 1770 -884
-3731 -1875 -3279; -2433 2109 -1201
-3429 -1592 -2456; -2495 2518 -1485
-3035 -1951 -1539; -2626 2937 -1776
-2643 -2084 -1113; -2554 3381 -2011
-2309 -2244 -757; -1903 3869 -2194
-2138 -2426 -639; -890 4335 -2391
-1870 -2568 -774; 56 4737 -2592
-1685 -2322 -1254; 803 5071 -2794
-1538 -2372 -1496; 1169 5341 -3004
-1755 -2461 -1797; 1072 5553 -3192
-1958 -3145 -1864; 626 5717 -3309
-1712 -3797 -1534; 108 5839 -3334
-1161 -4289 -1554; -209 5947 -3278
-511 -4415 -1548; -22 6047 -3144
108 -4337 -1574; 602 6083 -2989
433 -4404 -1650; 1306 6042 -2852
858 -4250 -1865; 1843 5936 -2735
343 -3825 -2184; 1938 5785 -2629
-338 -3398 -2868; 1698 5598 -2512
-547 -2767 -2579; 1523 5327 -2329
-776 -2398 -2277; 1394 5007 -2111
-1001 -2607 -2756; 1299 4679 -1882
-1231 -2414 -2402; 1366 4277 -1606
-1876 -2232 -2356; 1552 3851 -1322
-2489 -2086 -2264; 1738 3419 -1037
-2777 -1652 -1901; 1791 2923 -707
-3067 -1776 -2144; 1718 2440 -377
-3418 -1852 -2772; 1673 1968 -33
-3216 -1795 -2928; 1574 1443 355
-2844 -2096 -3439; 1498 923 750
-2457 -2080 -3705; 1522 426 1177
-1983 -2407 -3529; 1565 -74 1609
-1715 -3047 -3594; 1587 -533 2036
-1438 -3562 -3883; 1663 -963 2500
-840 -3668 -3421; 1748 -1389 2984
-319 -4344 -3735; 1831 -1758 3444
113 -4720 -4086; 1937 -2070 3905
958 -4683 -4299; 2031 -2387 4374
1550 -5164 -4960; 2063 -2672 4800
2120 -4814 -5653; 2076 -2923 5198
2712 -4142 -5868; 1823 -3202 5571
3294 -3959 -6461; 1340 -3489 5857
3653 -3568 -6784; 1021 -3764 6068
3888 -3336 -6736; 739 -4062 6224
3951 -3108 -6809; 256 -4349 6297
3163 -3262 -6435; -152 -4610 6260
2755 -3519 -5895; -428 -4863 6205
2464 -2690 -4787; -623 -5061 6140
1343 -3311 -4389; -981 -5171 5917
376 -3677 -3865; -1715 -5265 5619
-945 -3533 -3574; -2012 -5277 5322
-1490 -4166 -3309; -2081 -5167 4917
-1508 -4442 -2725; -2557 -5044 4483
-1927 -4538 -2628; -2936 -4829 4046
-1965 -5370 -2632; -2950 -4482 3547
-1973 -5069 -869; -2781 -4091 3082
-2602 -4456 -1120; -2469 -3497 2614
-2932 -4927 -1255; -2663 -2705 2088
-2616 -4376 -1765; -3395 -1999 1615
-2225 -4442 -2904; -3638 -1208 1150
-2190 -4672 -3331; -3262 -324 702
-2113 -4575 -3568; -2961 524 379
-1958 -4780 -3739; -2696 1350 97
-2321 -4690 -3811; -2432 2110 -154
-2590 -4045 -3318; -2184 2790 -352
-2313 -3343 -3571; -2116 3404 -548
-1965 -2660 -4226; -2132 3936 -737
-1334 -1751 -3997; -2343 4343 -914
-1100 -1394 -3822; -2531 4726 -1105
-996 -978 -3657; -2425 5130 -1286
-1401 -988 -3264; -1868 5468 -1481
-1008 -1118 -2817; -998 5774 -1719
-482 -1277 -2877; -55 6067 -2007
-498 -1225 -2922; 666 6310 -2339
-1094 -1253 -3655; 881 6513 -2711
-1373 -1430 -3955; 825 6627 -3061
-79 -1393 -3760; 1031 6659 -3361
1109 -1771 -3425; 1494 6674 -3651
1065 -2502 -4086; 1895 6662 -3968
1005 -3034 -4421; 2162 6567 -4235
1009 -2998 -3789; 2414 6376 -4416
510 -4264 -3262; 2269 6171 -4581
943 -4020 -3125; 1363 5946 -4612
2643 -3767 -1871; 563 5702 -4449
3364 -5334 -2263; 730 5494 -4258
2490 -5864 -4296; 988 5289 -4058
2153 -5530 -3779; 1199 4957 -3728
1922 -5190 -3656; 1199 4533 -3310
1030 -5150 -3177; 989 4123 -2880
-183 -4677 -2592; 930 3693 -2400
-1059 -4557 -1810; 1045 3238 -1864
-1631 -4545 -1595; 1261 2788 -1311
-1545 -4433 -2079; 1511 2342 -753
-1640 -3866 -2328; 1851 1887 -177
-1919 -4071 -2405; 2067 1428 393
-1165 -3549 -2649; 2200 953 976
-696 -3640 -3142; 2182 490 1568
-442 -3873 -2954; 2111 42 2135
-24 -3631 -2977; 2084 -394 2702
169 -3698 -3235; 2204 -789 3257
733 -3754 -3141; 2498 -1156 3791
1470 -3625 -3537; 2792 -1481 4313
1958 -3600 -3977; 2946 -1736 4802
2273 -3688 -4011; 2878 -1973 5262
2550 -3726 -4060; 2661 -2202 5688
2849 -3605 -4581; 2454 -2404 6080
3127 -3568 -5079; 2254 -2620 6433
3623 -3762 -5431; 1917 -2861 6738
3982 -3634 -5687; 1380 -3093 6989
3946 -3205 -5566; 1135 -3336 7145
3585 -2506 -5437; 530 -3836 7366
3026 -1681 -5453; -88 -4051 7373
2233 -2350 -4700; -799 -4295 7214
1478 -1409 -4201; -1530 -4546 7025
291 -1097 -3852; -2329 -4738 6739
-25 -2028 -3669; -2853 -4883 6277
2 -2170 -2559; -3069 -4984 5854
-999 -2744 -2835; -3361 -4907 5393
-2085 -4188 -2556; -3676 -4737 4810
-2282 -3758 -1807; -4392 -4613 4313
-2554 -4682 -1777; -5142 -4361 3750
-3138 -4493 -980; -5865 -3964 3133
-3398 -4221 -1016; -6582 -3432 2560
-2608 -5117 -488; -6877 -2804 1984
-2630 -5847 -1028; -6951 -2049 1523
-3212 -6713 -2113; -6020 -1159 1158
-3220 -7043 -2208; -3830 -219 934
-2456 -6200 -2457; -1431 742 861
-2158 -5514 -2511; 27 1648 708
-2491 -4546 -2437; 399 2464 467
-2575 -2923 -2296; 314 3195 233
-2093 -2428 -2293; -71 3782 -69
-1562 -1586 -2961; -622 4256 -392
-1357 -1327 -3559; -962 4671 -708
-1243 -1279 -3859; -1242 5013 -1029
-720 -1280 -3878; -962 5308 -1336
-632 -1249 -3843; -29 5568 -1669
-808 -1123 -4057; 1037 5765 -2074
-609 -1292 -4030; 1857 5874 -2533
-554 -1530 -4489; 2240 5919 -3007
-648 -1722 -4931; 2419 5916 -3469
-645 -2006 -5038; 2677 5819 -3890
-256 -2176 -4553; 3001 5669 -4257
352 -2591 -3944; 3135 5495 -4600
845 -3131 -3525; 2943 5309 -4883
1236 -3603 -3194; 2560 5133 -5060
649 -4200 -3332; 2122 4984 -5158
-32 -4426 -3362; 1553 4850 -5157
156 -4238 -2477; 1052 4721 -5040
791 -3636 -1667; 639 4638 -4860
1735 -3840 -1205; 551 4601 -4700
1940 -4110 -1486; 808 4554 -4498
1241 -3712 -2211; 903 4449 -4216
1308 -3528 -2703; 648 4292 -3900
1367 -4037 -2619; 151 4115 -3570
1262 -4369 -2483; -135 3951 -3176
537 -4249 -1777; 99 3718 -2686
-32 -4180 -1341; 650 3425 -2190
-475 -4432 -1512; 1156 3110 -1718
-772 -4154 -1538; 1469 2749 -1196
-874 -3800 -1721; 1746 2346 -643
-721 -3638 -2199; 1944 1930 -116
-873 -3096 -2764; 2004 1495 446
-999 -2992 -3054; 1818 1055 1026
-819 -3158 -2874; 1632 612 1577
-696 -2987 -2494; 1538 165 2160
-358 -3375 -2643; 1469 -246 2728
173 -3735 -2491; 1495 -625 3272
772 -3613 -3113; 1708 -985 3842
1570 -3838 -3528; 1932 -1331 4387
2442 -3827 -4180; 1966 -1652 4897
3265 -3628 -4900; 1795 -1954 5414
3761 -3638 -5217; 1425 -2282 5880
4231 -3792 -5390; 855 -2633 6285
4575 -3785 -6028; 375 -2986 6665
4824 -3830 -6325; 66 -3374 6970
5267 -4432 -6400; -429 -3787 7202
5705 -3869 -6296; -1115 -4170 7370
5343 -3539 -5132; -1381 -4552 7413
3537 -3686 -4023; -1659 -4929 7397
1558 -3271 -3863; -2260 -5226 7315
1018 -3019 -3046; -2528 -5429 7084
1002 -3533 -2767; -2314 -5545 6757
265 -2908 -2308; -1748 -5513 6480
-472 -2528 -2084; -1459 -5314 6181
-1162 -2728 -1338; -2011 -5088 5757
-2664 -2147 -465; -2774 -4847 5291
-3393 -2266 -604; -3744 -4551 4754
-2457 -2816 -1059; -5304 -4306 4084
-2428 -3363 -2189; -6727 -3995 3364
-3182 -2934 -1916; -7097 -3632 2699
-2986 -5000 586; -6099 -3141 2036
-2589 -5079 -173; -4219 -2334 1577
-2684 -4886 -908; -2571 -1517 1232
-2739 -5086 -1848; -1537 -808 847
-2519 -3754 -3231; -1586 -10 612
-2358 -3880 -3986; -2862 739 335
-2375 -4519 -4039; -4196 1338 37
-2511 -3789 -4218; -4442 1920 -77
-2552 -3941 -3956; -3806 2438 -201
-2606 -3852 -3312; -2627 2882 -379
-2788 -2859 -3843; -1268 3336 -527
-3152 -2361 -4410; -490 3715 -798
-2748 -1965 -3893; -381 3963 -1158
-2187 -1271 -4000; -223 4246 -1495
-2033 -841 -3935; 193 4526 -1872
-1729 -916 -3560; 717 4723 -2308
-1379 -788 -3338; 1429 4921 -2742
-1258 -710 -3053; 2045 5096 -3191
-1343 -999 -2441; 2147 5200 -3669
-2185 -1151 -2641; 1862 5317 -4081
-1369 -1607 -2142; 1722 5415 -4423
-57 -1790 -1373; 1820 5464 -4704
589 -2397 -1237; 2043 5554 -4943
732 -3374 -1501; 1957 5617 -5140
813 -4380 -1696; 1565 5598 -5230
832 -4686 -2303; 1108 5591 -5229
1720 -4650 -2945; 853 5588 -5150
2699 -4330 -2163; 880 5502 -4977
2397 -4242 -2155; 899 5411 -4791
3120 -4286 -2665; 831 5328 -4612
2915 -4258 -1943; 1056 5131 -4349
2102 -3573 -2198; 1075 4890 -4011
1956 -4333 -2999; 847 4682 -3710
1110 -4700 -2464; 721 4361 -3330
878 -3725 -2491; 751 3977 -2802
406 -3913 -2906; 906 3613 -2319
-266 -3422 -2488; 1021 3185 -1839
-934 -2976 -1905; 1189 2723 -1250
-1350 -3337 -2397; 1437 2288 -681
-1798 -3681 -2299; 1699 1823 -134
-1727 -3321 -2821; 1812 1349 483
-1280 -3136 -3275; 1854 881 1108
-923 -3201 -3729; 1735 412 1706
-641 -3277 -3757; 1432 -42 2315
-113 -3351 -3881; 1217 -486 2921
603 -3619 -3711; 1067 -920 3491
914 -3627 -3671; 989 -1313 4029
1059 -3861 -3524; 1029 -1670 4546
1831 -4310 -3365; 1238 -1987 5038
2051 -4854 -3425; 1512 -2251 5511
2294 -5123 -3627; 1725 -2459 5965
2944 -5293 -3560; 1893 -2630 6393
3327 -5621 -3890; 2036 -2746 6805
3790 -5822 -4170; 2147 -2813 7189
4338 -5812 -3813; 2143 -2857 7477
3741 -5378 -4198; 1948 -2877 7707
3187 -4745 -3961; 1527 -2929 7902
3488 -4239 -4350; 1052 -2981 8012
3393 -2880 -4199; 642 -3029 7986
2363 -3101 -3549; 421 -3105 7822
1056 -1883 -2770; 412 -3140 7691
348 -1698 -1889; 420 -3080 7464
-616 -2692 -836; -243 -3030 7054
-1168 -2491 -126; -1418 -3037 6655
-1268 -2464 -579; -2048 -2992 6214
-2076 -4052 -1629; -2252 -2892 5590
-2244 -4627 -2006; -2536 -2826 5036
-1377 -5043 -2190; -2663 -2715 4540
-1069 -9539 -2787; -2537 -2460 3901
-4933 -3768 -1150; -2604 -2134 3351
-4424 -4654 274; -493 -1555 2696
-3803 -3420 820; 299 -1048 2127
-3241 -3086 -100; -834 -560 1512
-3161 -3460 -1758; -2351 112 725
-2726 -3008 -1448; -3396 667 63
-1843 -3514 -1832; -3643 1202 -534
-2490 -3719 -2542; -3103 1860 -1111
-3206 -3749 -2241; -2309 2442 -1605
-2820 -3878 -1554; -2108 2939 -2055
-2598 -3673 -1111; -2420 3459 -2437
-2414 -3459 -1891; -3179 3974 -2753
-2164 -3421 -2562; -4165 4404 -2994
-1417 -3186 -3520; -4757 4834 -3110
-492 -3110 -3853; -4329 5258 -3168
-509 -2716 -3886; -2993 5587 -3263
-567 -2299 -4241; -1413 5824 -3444
-530 -1912 -4576; -221 5948 -3728
-615 -2070 -5156; 462 5965 -4074
-100 -2081 -5429; 824 5881 -4434
725 -1626 -5502; 913 5728 -4761
1311 -1952 -5578; 1074 5541 -5088
1121 -2191 -5630; 1360 5313 -5339
1220 -2665 -4999; 1466 5027 -5529
1446 -3267 -4466; 1359 4742 -5692
516 -3939 -4542; 1005 4503 -5741
-105 -3590 -4184; 515 4239 -5642
884 -3090 -2364; 71 3985 -5465
1697 -3494 -2128; -80 3852 -5325
1064 -4216 -2218; -300 3726 -5118
707 -3660 -1847; -513 3552 -4750
295 -4159 -1943; -501 3426 -4370
-741 -4518 -1589; -301 3274 -3987
-1311 -4569 -237; -97 3053 -3509
-1520 -4814 -691; 132 2868 -3010
-1812 -5241 -206; 562 2658 -2514
-2318 -5020 -129; 940 2383 -1988
-2503 -4605 -787; 1193 2123 -1440
-2732 -4290 -692; 1389 1815 -883
-2728 -4468 -1100; 1513 1475 -322
-2112 -4523 -1298; 1653 1142 248
-1888 -4921 -1599; 1810 774 822
-1639 -4559 -1923; 2074 397 1408
-1410 -4628 -1995; 2265 46 2002
-999 -4434 -1854; 2322 -287 2593
-841 -4347 -1984; 2399 -606 3175
-327 -4328 -2550; 2546 -898 3731
203 -3887 -3086; 2706 -1171 4286
1033 -3924 -3561; 2785 -1424 4825
1953 -4038 -4264; 2724 -1650 5332
2550 -4258 -4289; 2533 -1888 5822
3250 -4841 -4524; 2321 -2118 6285
3691 -5400 -4823; 2211 -2325 6716
4302 -5230 -4981; 2113 -2536 7120
4669 -5260 -4896; 1854 -2742 7479
4740 -4629 -5640; 1532 -2905 7762
4440 -4308 -5971; 1216 -3112 7942
4579 -4456 -6283; 604 -3361 8055
4091 -2759 -5739; -181 -3576 8098
2469 -3540 -5459; -407 -3738 7949
501 -3375 -3476; -324 -3924 7799
134 -2282 -2183; -695 -4036 7677
610 -2568 -1737; -1216 -4005 7312
-1000 -2951 -2535; -1835 -3915 6787
-1941 -2264 -2269; -2950 -3874 6299
-1726 -2209 -2302; -4561 -3856 5670
-2951 -3348 -2209; -5317 -3762 4871
-3827 -3048 -1303; -4854 -3551 4163
-3716 -2973 -670; -3962 -3156 3469
-3653 -3995 -1510; -3301 -2542 2744
-3641 -3634 -1528; -3256 -1946 2164
-2912 -4356 -2324; -3518 -1283 1583
-3143 -4597 -2746; -3645 -557 1034
-3008 -4555 -2944; -3614 105 595
-2466 -4923 -3613; -3565 778 204
-2687 -4846 -4085; -3365 1427 -134
-2953 -4562 -4309; -2932 2012 -413
-2877 -4133 -4401; -2436 2524 -666
-2627 -3967 -4510; -1912 2982 -933
-2792 -3607 -4701; -1305 3391 -1202
-2822 -3487 -4393; -829 3720 -1476
-2197 -3337 -3999; -441 3995 -1774
-1797 -3062 -3595; 77 4261 -2089
-1592 -2657 -3371; 640 4491 -2429
-1473 -2315 -3094; 1224 4679 -2783
-1636 -2036 -3122; 1659 4829 -3166
-1980 -1992 -3211; 1829 4929 -3569
-1576 -2291 -3086; 1892 4989 -3943
-1400 -2301 -2974; 1836 5021 -4265
-826 -2557 -2937; 1669 5041 -4562
-300 -2846 -2689; 1605 5046 -4804
58 -3005 -2292; 1817 5057 -4973
-415 -3300 -2037; 1876 5055 -5123
-1044 -4045 -2108; 1507 5020 -5228
-930 -4323 -1674; 986 4957 -5205
-270 -4355 -1509; 725 4932 -5096
509 -4219 -1561; 617 4893 -4951
1885 -3628 -1592; 484 4803 -4744
2298 -4304 -1770; 645 4695 -4532
1875 -4557 -3050; 883 4579 -4304
1520 -4464 -2830; 756 4333 -3962
1194 -4898 -2786; 512 4034 -3575
556 -4721 -2849; 607 3760 -3162
-171 -3910 -1973; 980 3401 -2685
-890 -3976 -1892; 1194 3022 -2206
-1099 -3742 -1797; 1316 2661 -1721
-1488 -3481 -1540; 1481 2266 -1200
-1649 -3528 -1822; 1748 1865 -670
-1620 -3227 -2295; 2121 1470 -118
-1342 -2919 -2580; 2383 1063 447
-1165 -3157 -2989; 2345 677 1000
-898 -2940 -2939; 2189 300 1573
-623 -3127 -2654; 2043 -90 2157
-221 -3486 -2687; 1985 -423 2726
86 -3722 -2577; 2013 -715 3308
440 -4403 -2358; 2072 -993 3878
1024 -4869 -2394; 2242 -1219 4446
1657 -5173 -2739; 2578 -1391 5018
2272 -5625 -3135; 3012 -1519 5574
3081 -6058 -3520; 3403 -1570 6120
3665 -5820 -3542; 3683 -1576 6653
3958 -5572 -3695; 3776 -1545 7149
4457 -5284 -3939; 3625 -1468 7580
4581 -4736 -4498; 3236 -1374 7940
4693 -4449 -4289; 2684 -1337 8212
3883 -3954 -4219; 1970 -1323 8394
2789 -4031 -3859; 1144 -1340 8488
1961 -2431 -2572; 34 -1440 8518
608 -1930 -2126; -1014 -1526 8380
-256 -2099 -451; -1383 -1651 8140
-1064 -1393 679; -936 -1742 7963
-1614 -1580 438; -427 -1643 7646
-2360 -2491 -52; -1009 -1495 7142
-2606 -2187 449; -2586 -1500 6687
-2137 -2792 291; -4057 -1556 6155
-2160 -3756 259; -4736 -1586 5471
-3252 -3253 709; -4631 -1564 4846
-3973 -3687 644; -4218 -1435 4201
-4338 -5025 677; -3760 -1248 3481
-4215 -5478 43; -3390 -956 2809
-4666 -5353 -709; -3500 -617 2150
-4999 -5656 -1460; -4076 -312 1434
-4579 -5680 -2469; -4930 7 754
-3978 -6235 -3019; -5039 372 114
-3887 -6516 -2997; -4035 795 -508
-4107 -6359 -2825; -2389 1249 -1078
-4890 -6000 -2189; -776 1696 -1639
-4961 -5203 -1115; 303 2104 -2196
-4778 -4073 260; 661 2476 -2748
-4603 -3010 864; 157 2832 -3309
-4077 -1919 519; -1142 3188 -3827
-2661 -1377 -211; -2707 3576 -4264
-1168 -924 -1185; -3694 4024 -4614
-32 -753 -1595; -3506 4476 -4886
435 -324 -2088; -2584 4878 -5136
-457 -82 -2903; -1710 5202 -5426
-693 159 -3414; -1364 5386 -5747
1 45 -3434; -1271 5478 -6011
779 56 -3437; -1345 5572 -6219
536 -701 -3456; -1543 5647 -6422
657 -1407 -3407; -1530 5676 -6516
1299 -1345 -3263; -1243 5646 -6507
1277 -2362 -3737; -820 5592 -6520
1278 -3344 -4315; -699 5460 -6466
2053 -3104 -4024; -955 5226 -6255
2899 -3918 -4159; -1161 5058 -6028
2441 -5848 -4341; -991 4883 -5837
1822 -5567 -2910; -499 4570 -5447
805 -5256 -3334; 55 4253 -4994
-76 -5864 -2827; 344 3913 -4624
-770 -5895 -1100; 605 3491 -4168
-1416 -5195 -2020; 1274 3166 -3602
-1951 -5051 -1847; 1885 2752 -3113
-2108 -4999 -929; 1989 2266 -2613
-2054 -4325 -1510; 2020 1925 -1976
-1980 -4386 -574; 2029 1554 -1366
-2046 -4774 -318; 2039 1157 -776
-1762 -4667 -908; 2193 876 -89
-1459 -4689 -1021; 2280 579 582
-1128 -5011 -1010; 2179 279 1228
-633 -4575 -1464; 2147 60 1922
-253 -4775 -1369; 2111 -169 2579
115 -5055 -1487; 2078 -372 3202
868 -4815 -1703; 2160 -524 3860
1388 -5346 -1797; 2189 -678 4450
1868 -5461 -1987; 2286 -795 5005
2658 -5592 -2754; 2598 -858 5588
3345 -6007 -2994; 2996 -938 6118
4166 -6116 -3645; 3466 -953 6608
4695 -6056 -4240; 3867 -902 7098
5081 -6022 -4385; 4014 -863 7531
5181 -5509 -4794; 3889 -797 7901
5249 -4826 -5093; 3335 -772 8226
4579 -4173 -5644; 929 -1155 8649
3801 -3550 -5568; 255 -1406 8668
2908 -3437 -5059; -187 -1692 8621
2031 -2922 -4094; -537 -1978 8454
820 -3292 -3755; -819 -2206 8145
371 -3090 -2592; -896 -2371 7800
-627 -2737 -1365; -1129 -2473 7408
-1863 -3695 -1849; -1891 -2482 6809
-1727 -2252 -65; -3421 -2576 6205
-3342 -1177 -429; -5215 -2741 5580
-2958 -3448 -917; -4621 -2567 4596
-3824 -2898 -1269; -4000 -2415 3876
-3898 -3500 -1755; -3875 -2232 3192
-4164 -4725 -2944; -4199 -1819 2338
-4487 -4370 -2598; -4729 -1465 1650
-3519 -4243 -2562; -4984 -1115 1014
-4116 -5020 -2538; -5144 -628 365
-4210 -4801 -2389; -5490 -103 -123
-3956 -5301 -2127; -5802 447 -545
-3903 -5275 -2747; -5874 1064 -904
-4028 -5292 -2659; -5594 1651 -1106
-3272 -4690 -3010; -5085 2230 -1225
-3540 -4417 -3108; -4611 2800 -1333
-2864 -2390 -2936; -4406 3286 -1385
-2849 -1589 -2602; -4326 3745 -1455
-2555 -1114 -2799; -4678 4172 -1559
-2250 -979 -2601; -4944 4526 -1582
-1343 -1119 -2802; -4717 4873 -1592
-1487 -1562 -3167; -3850 5219 -1660
-1884 -1385 -3370; -2485 5475 -1735
-1466 -1099 -3606; -1045 5652 -1865
-1347 -1284 -3728; 71 5785 -2093
-1370 -1494 -3937; 891 5849 -2348
-821 -2036 -3635; 1661 5822 -2614
-636 -2168 -3650; 2461 5763 -2882
-851 -2640 -3398; 3088 5683 -3153
-1124 -2889 -2904; 3045 5537 -3404
-1077 -2974 -2611; 2292 5390 -3569
-861 -3344 -2279; 1457 5295 -3631
-1155 -3684 -2085; 915 5241 -3606
-1521 -3837 -1550; 760 5205 -3498
-755 -3928 -930; 944 5170 -3325
-451 -3867 -604; 1126 5133 -3143
545 -4677 -168; 1191 5110 -2971
773 -5414 -249; 1339 5077 -2749
542 -5214 -817; 1454 4994 -2428
1136 -4934 -1133; 1747 4840 -2085
669 -5315 -1796; 2033 4674 -1759
413 -5224 -2225; 2129 4465 -1393
268 -4840 -2013; 2307 4160 -978
-15 -4574 -1886; 2633 3835 -555
-468 -4249 -1956; 2916 3530 -132
-906 -3844 -1523; 3078 3178 290
-1111 -3020 -1682; 3227 2815 721
-1213 -2340 -1873; 3369 2450 1176
-1076 -2336 -2430; 3305 2070 1613
-594 -2469 -2821; 3128 1678 2056
-480 -2495 -3440; 2917 1287 2526
-285 -2533 -3622; 2717 871 3002
167 -2788 -3897; 2444 446 3483
398 -2846 -4343; 2179 38 3957
745 -2764 -4136; 1966 -378 4431
1143 -3001 -4457; 1767 -766 4884
1546 -3291 -4536; 1604 -1130 5300
1763 -3682 -4696; 1524 -1476 5697
2196 -3938 -4766; 1420 -1786 6074
2548 -4039 -4741; 1286 -2067 6413
2971 -4373 -4923; 1117 -2325 6711
3301 -4189 -5302; 722 -2568 6959
3414 -3758 -5359; 22 -2818 7121
2815 -3865 -5544; -767 -3114 7192
2289 -3775 -5302; -1485 -3425 7203
1901 -3685 -4359; -1954 -3683 7109
1097 -4130 -3377; -2278 -3876 6908
-109 -3834 -1695; -2405 -4026 6693
-1040 -3638 -778; -2602 -4014 6383
-1637 -3565 -1312; -3293 -3921 5947
-2483 -3199 -964; -4206 -3894 5486
-2413 -3764 -1601; -5157 -3792 4930
-2545 -5014 -2441; -5686 -3577 4280
-2881 -5611 -2415; -5320 -3356 3714
-2817 -6079 -3080; -4697 -2995 3197
-2980 -6308 -2572; -4044 -2534 2676
-3298 -5671 -2274; -3714 -2031 2233
-3384 -5393 -2946; -3828 -1495 1804
-3297 -5473 -3557; -4381 -1018 1360
-3193 -5431 -5176; -5261 -517 953
-3019 -5960 -5805; -5897 -10 565
-2553 -6064 -5214; -5592 501 223
-2622 -5803 -4497; -4327 1066 -40
-3326 -5536 -3688; -2724 1620 -312
-3551 -4918 -3256; -1314 2195 -588
-3641 -3922 -2696; -555 2753 -883
-3591 -3500 -2407; -850 3251 -1241
-3022 -3615 -2624; -1617 3720 -1570
-2183 -3703 -2820; -1822 4172 -1806
-1568 -3674 -2953; -1082 4599 -2032
-1178 -3521 -3038; 198 4981 -2300
-1074 -3036 -3096; 1523 5271 -2613
-840 -2837 -3210; 2418 5462 -2986
-791 -2782 -3265; 2700 5570 -3402
-845 -2603 -3177; 2525 5642 -3772
-1094 -2494 -2940; 2035 5683 -4092
-911 -2453 -2421; 1298 5700 -4349
-221 -2699 -2400; 685 5748 -4511
-55 -2820 -2433; 606 5829 -4567
-379 -3273 -2623; 816 5861 -4601
-519 -3806 -2553; 921 5838 -4606
-106 -3690 -2358; 836 5778 -4525
806 -3418 -1905; 534 5676 -4382
1630 -3629 -2180; 487 5556 -4195
2003 -4090 -2501; 819 5393 -4004
1234 -4093 -2985; 980 5195 -3770
571 -3603 -3471; 941 4915 -3476
139 -3349 -2917; 914 4533 -3132
-245 -3056 -2944; 1025 4151 -2751
-456 -3042 -2966; 1188 3738 -2367
-1175 -2959 -2320; 1385 3256 -1954
-2038 -2487 -2102; 1557 2827 -1504
-2804 -2117 -1520; 1703 2405 -1053
-3061 -2233 -871; 1726 1945 -596
-3182 -2298 -1428; 1743 1572 -108
-3127 -2444 -1778; 1664 1204 388
-2639 -2990 -1750; 1544 806 887
-2105 -3121 -2267; 1614 461 1424
-1545 -3400 -2308; 1727 109 1967
-1059 -4044 -2278; 1797 -245 2487
-793 -3954 -2584; 1902 -547 3041
-709 -3847 -2375; 2051 -862 3594
-261 -4113 -2416; 2165 -1163 4109
85 -4000 -2809; 2181 -1396 4626
550 -4077 -3148; 2124 -1638 5122
987 -4274 -3632; 2086 -1892 5574
1654 -4293 -4487; 2008 -2096 6018
2032 -4582 -4834; 1795 -2322 6419
2510 -4545 -4805; 1425 -2573 6767
3038 -4695 -5133; 1095 -2801 7077
3232 -4705 -5021; 1003 -3028 7323
3101 -4462 -5413; 1013 -3226 7519
2826 -4132 -5476; 809 -3407 7652
2533 -3574 -5128; 295 -3578 7714
1509 -3223 -4993; -354 -3710 7680
365 -3324 -3261; -781 -3892 7556
-453 -3156 -1630; -1047 -3991 7393
-1072 -3558 -1139; -1319 -3931 7130
-2299 -4239 -543; -1245 -3839 6800
-2890 -4488 236; -1060 -3683 6500
-2884 -4432 -278; -1215 -3375 6134
-3154 -4973 407; -1734 -3072 5650
-3168 -4624 1453; -2361 -2777 5154
-2656 -5109 1157; -2642 -2341 4583
-3314 -6482 2; -2114 -1835 3930
-3550 -6569 -584; -1248 -1356 3374
-3128 -6737 -1044; -465 -785 2789
-3648 -6319 -1132; -260 -201 2121
-3143 -6438 -1246; -666 301 1453
-3036 -6065 -1899; -1262 771 804
-3328 -5665 -2652; -1667 1212 162
-3507 -5928 -3149; -1832 1600 -467
-3418 -5773 -3324; -1804 1957 -1013
