-2322 3811 2639; 1935 -3221 184
2644 -7346 702; 5570 2133 6279
1364 -6897 564; 3464 2347 6164
465 -7658 1356; 5225 2648 6041
201 -7337 2168; 9985 3230 5932
-541 -4698 2748; 14806 4132 5473
-3515 -3222 2197; 17528 5094 4655
-4605 -3564 2137; 19037 5946 3556
-2978 -3796 2520; 18850 6549 2208
-1537 -2607 3042; 17042 6763 865
-764 -2053 2842; 14143 6715 -345
-581 -1331 427; 10500 6551 -1351
-604 -1229 -1703; 7964 6301 -2056
-326 -992 -2182; 7547 6012 -2579
-472 -995 -1203; 7733 5617 -3105
-647 -597 -962; 6950 5187 -3602
-363 -19 -1453; 5501 4817 -3987
299 596 -1445; 4074 4438 -4287
1046 1414 -1942; 3214 4114 -4513
1743 2227 -3857; 3351 3863 -4705
2318 2702 -4581; 4754 3533 -4929
3921 4688 -3139; 6753 3014 -5173
6456 6268 -1879; 8964 2228 -5466
6577 3064 -1769; 12164 1372 -5932
5538 445 -5386; 14316 481 -6208
5347 2272 -7054; 13216 -844 -6028
4808 3174 -4917; 11001 -2192 -5837
3859 2249 -3646; 9702 -3248 -5676
3453 1993 -5650; 9195 -4013 -5296
3479 1562 -6093; 8533 -4802 -4831
3794 958 -3828; 7625 -5642 -4373
4732 566 -3164; 6431 -6250 -3921
5505 325 -3586; 5291 -6668 -3503
5812 326 -2525; 4315 -7084 -3133
6113 602 -1295; 3267 -7436 -2833
6531 596 -633; 2317 -7661 -2632
7080 295 84; 1727 -7841 -2504
7514 48 782; 1434 -7979 -2392
8013 -113 1129; 1112 -8065 -2299
8729 -618 1394; 733 -8131 -2248
9334 -1077 1717; 524 -8174 -2219
9620 -1032 1952; 390 -8185 -2173
10029 -714 2265; 35 -8185 -2145
9887 -338 2064; -241 -8158 -2163
9898 99 2100; -194 -8108 -2187
10045 -132 2656; 310 -8068 -2175
10045 -1582 2921; 1197 -8019 -2125
10264 -1837 2899; 2197 -7952 -1930
10404 -2072 1853; 2318 -7917 -1622
10605 -1935 227; 1525 -7872 -1423
10681 -31 346; 1041 -7874 -1232
10408 505 1618; 2118 -7900 -991
10466 -1864 1484; 4159 -7813 -708
10706 -3120 1511; 5000 -7716 -222
11271 -1924 1473; 4464 -7656 392
11277 -2253 968; 4159 -7525 863
10255 -2623 1190; 4060 -7382 1259
8703 -1693 1659; 3587 -7256 1721
8807 -2524 -134; 3027 -7053 2087
9618 -3501 -2540; 2530 -6809 2335
9027 -2719 -2022; 2328 -6577 2619
8078 -1941 255; 2027 -6413 2864
7278 -2657 586; 1271 -6212 2927
6046 -2873 -533; 1143 -5878 2983
5465 -1937 -913; 1722 -5535 3121
5354 -1870 -1; 2272 -5203 3159
4694 -2019 -507; 2099 -4732 3130
3751 -1496 -940; 1130 -4298 3082
2967 -1770 -118; 380 -3985 2901
2419 -1848 -557; 249 -3591 2681
1821 -1109 -1221; 374 -3164 2503
1680 -1092 -1108; 548 -2801 2259
1531 -1307 -1796; 659 -2402 1990
1258 -1308 -2258; 644 -2027 1759
1189 -1930 -2158; 626 -1729 1509
1223 -2171 -2462; 557 -1419 1264
960 -2103 -2733; 293 -1137 1050
633 -2335 -2775; 52 -921 823
743 -2460 -2914; 44 -715 619
780 -2472 -3200; 219 -517 456
1015 -2659 -3322; 422 -346 299
1046 -2827 -3355; 571 -206 151
936 -2842 -3599; 552 -85 39
1044 -2985 -3610; 425 3 -67
1196 -3010 -3383; 216 66 -164
1175 -2986 -3300; 47 135 -236
1004 -3053 -3341; -8 202 -299
956 -3153 -3275; 36 248 -349
1069 -3131 -3212; 127 296 -382
1166 -3154 -3151; 195 343 -409
1190 -3265 -3160; 208 380 -434
1128 -3229 -3235; 161 410 -444
1064 -3237 -3273; 120 429 -445
1092 -3233 -3236; 79 446 -444
1158 -3177 -3148; 28 456 -436
1165 -3106 -3108; -5 463 -424
1159 -3039 -3109; -38 466 -410
1107 -2930 -3092; -42 465 -394
1065 -2846 -3069; -28 465 -379
977 -2788 -3037; 20 454 -363
886 -2766 -3033; 93 443 -347
868 -2760 -3035; 173 431 -331
886 -2798 -3007; 220 415 -312
952 -2806 -3006; 212 394 -294
936 -2841 -3022; 151 373 -276
848 -2908 -3023; 73 347 -255
813 -2903 -2945; 32 319 -230
817 -2926 -2892; 70 294 -207
860 -2949 -2906; 165 269 -178
906 -2894 -2911; 226 244 -147
942 -2904 -2916; 234 218 -122
956 -2877 -2921; 208 191 -99
883 -2813 -2882; 141 162 -76
799 -2812 -2872; 54 132 -54
773 -2851 -2931; -5 107 -37
826 -2775 -2861; -7 83 -16
842 -2765 -2776; 5 58 1
854 -2787 -2765; -6 38 14
860 -2757 -2770; -12 20 27
792 -2775 -2761; 27 5 37
743 -2819 -2747; 94 -6 45
757 -2802 -2729; 159 -19 55
811 -2788 -2722; 193 -28 63
859 -2793 -2679; 148 -37 65
882 -2806 -2646; 49 -48 68
825 -2828 -2641; -24 -56 69
828 -2832 -2627; -33 -57 70
801 -2803 -2659; 23 -60 70
788 -2766 -2696; 106 -60 68
799 -2740 -2685; 173 -62 65
801 -2745 -2707; 199 -62 59
839 -2747 -2691; 191 -66 53
931 -2754 -2708; 164 -68 46
925 -2784 -2709; 117 -68 39
905 -2763 -2673; 35 -73 34
886 -2769 -2696; -28 -76 25
858 -2801 -2736; -34 -77 17
795 -2791 -2768; -1 -76 12
826 -2759 -2735; 45 -79 5
851 -2793 -2700; 91 -79 -3
885 -2823 -2707; 114 -78 -10
916 -2780 -2700; 101 -78 -17
875 -2835 -2691; 72 -78 -24
896 -2855 -2676; 32 -78 -28
909 -2887 -2683; -13 -78 -33
897 -2944 -2714; -21 -77 -38
872 -2932 -2692; 3 -75 -36
886 -2933 -2708; 46 -73 -37
903 -2929 -2713; 94 -71 -38
985 -2892 -2707; 123 -73 -36
1010 -2903 -2722; 123 -69 -36
994 -2907 -2743; 94 -68 -37
989 -2865 -2725; 32 -72 -38
968 -2877 -2761; -28 -73 -40
937 -2900 -2759; -62 -71 -42
924 -2899 -2761; -52 -70 -43
970 -2902 -2781; -10 -67 -45
1003 -2929 -2778; 51 -64 -48
1027 -2878 -2792; 75 -57 -50
1020 -2854 -2743; 48 -51 -56
1010 -2845 -2721; -44 -48 -65
1017 -2865 -2733; -143 -42 -74
1006 -2871 -2708; -187 -35 -83
1014 -2807 -2731; -186 -24 -91
1015 -2807 -2769; -163 -12 -99
1006 -2825 -2777; -144 -1 -112
1005 -2786 -2778; -121 12 -124
1018 -2720 -2774; -116 24 -136
1030 -2725 -2772; -128 34 -151
1037 -2727 -2798; -147 46 -165
1080 -2766 -2877; -163 61 -178
1102 -2823 -2825; -154 72 -196
1094 -2790 -2773; -134 85 -210
1099 -2738 -2800; -133 101 -222
1108 -2786 -2817; -123 119 -240
1153 -2722 -2855; -129 134 -258
1233 -2698 -2874; -129 154 -278
1303 -2683 -2823; -115 176 -305
1348 -2631 -2780; -110 204 -335
1334 -2525 -2747; -141 234 -372
1280 -2509 -2624; -143 270 -421
1247 -2384 -2584; -67 312 -466
1108 -2270 -2625; 31 362 -518
1331 -2212 -2619; 86 414 -584
1409 -2135 -2514; 94 461 -651
1463 -2100 -2513; 77 512 -722
1558 -2133 -2480; 82 566 -794
1614 -2084 -2382; 139 616 -863
1604 -2116 -2428; 230 671 -930
1582 -2105 -2395; 290 716 -995
1613 -2139 -2345; 363 755 -1057
1622 -2237 -2459; 493 795 -1118
1716 -2273 -2383; 686 822 -1167
1799 -2175 -2343; 856 842 -1209
1652 -2187 -2574; 917 857 -1255
1371 -2203 -2609; 961 848 -1285
1303 -2275 -2441; 1092 833 -1300
1362 -2671 -2150; 1306 809 -1298
1502 -3299 -1893; 1546 761 -1257
1801 -3813 -1718; 1658 687 -1162
1676 -4223 -1665; 1665 609 -1012
1436 -5343 -1325; 1966 509 -787
1493 -6456 -1331; 2219 379 -434
2098 -4728 -1171; 2051 233 64
3047 -5042 -1156; 1457 61 445
3122 -8479 -2233; 1106 -92 766
2330 -7347 -2906; 1126 -229 1491
2230 -8606 -2210; 1734 -450 2236
2629 -11519 -1852; 2459 -642 2878
2936 -10991 -2112; 3471 -700 3783
3418 -12262 -1541; 4984 -691 4662
4261 -13897 -821; 6632 -544 5480
5430 -13499 -1759; 8596 -97 6400
6799 -13774 -2094; 11115 600 7154
8709 -12377 -1467; 13507 1531 7694
11557 -9008 -1788; 15089 2755 7956
11926 -4854 -2696; 15659 4031 7623
11463 -8431 3372; 14741 5079 6768
9081 -10115 3116; 12078 6142 6126
5321 -9102 972; 7752 6909 5737
2030 -3740 2979; 1735 6645 5375
544 -7062 4728; 1698 6521 5096
-1285 -5938 3258; 7089 6953 4821
-3427 -1303 3469; 15808 7436 3915
-4129 -321 3550; 22260 8038 2134
-3521 -4291 5037; 26126 8155 -292
-5156 -7087 4744; 23143 7563 -2548
-986 -4438 1613; 13475 6678 -4019
-224 -4193 -277; 5866 5958 -4732
403 -3257 -4989; 3517 5669 -4962
1210 -2705 -6028; 4337 5351 -5139
1097 -1630 -3905; 6069 4725 -5360
869 -1199 -2125; 6646 4067 -5656
1024 -1041 -2746; 5958 3535 -5968
1089 424 -2920; 5206 2984 -6139
1591 1987 -2425; 5277 2414 -6241
2185 1981 -2540; 6205 1878 -6421
2468 1743 -3080; 7516 1251 -6578
3995 2148 -5550; 9044 513 -6617
6783 939 -6615; 11327 -403 -6594
7331 -1061 -5395; 13838 -1632 -6423
6520 -1906 -5878; 14659 -2857 -5967
4931 -1652 -6823; 13527 -3969 -5288
3629 -1026 -5724; 11623 -5024 -4530
3220 -974 -4763; 9999 -5827 -3811
3445 -1128 -4972; 8806 -6370 -3102
3626 -892 -4575; 7740 -6818 -2395
4020 -406 -3279; 6425 -7208 -1758
4717 -186 -2275; 4982 -7486 -1266
5471 11 -1845; 3852 -7652 -882
6125 238 -1193; 3152 -7777 -562
6684 398 -359; 2647 -7876 -309
7274 426 383; 2140 -7934 -110
7755 318 1031; 1585 -7963 36
8105 278 1503; 1017 -7976 130
8268 191 1999; 517 -7966 177
8511 98 1753; 708 -7923 207
8558 -24 1723; 2026 -7841 331
9036 -79 1798; 3605 -7756 603
9470 -496 1877; 4598 -7647 988
9631 -367 1532; 4538 -7528 1396
9494 543 1174; 3782 -7412 1788
9458 1152 1089; 3009 -7314 2084
9395 911 822; 2664 -7219 2278
9480 754 697; 2983 -7100 2494
9367 863 1244; 3761 -6955 2785
9798 330 2130; 4367 -6768 3109
10057 -139 2872; 4116 -6550 3426
9436 234 2320; 3022 -6324 3698
8365 32 1249; 2218 -6113 3869
7402 -1139 759; 2499 -5920 4017
7275 -2461 429; 2938 -5741 4218
7667 -3472 -519; 3055 -5525 4448
7918 -3962 -1382; 2976 -5287 4692
8191 -4153 -1571; 2814 -5100 4931
8453 -4082 -1707; 2676 -4890 5142
7960 -3408 -958; 2594 -4661 5309
7079 -2938 -234; 2658 -4436 5449
6664 -3232 -217; 2739 -4162 5536
6371 -3321 -467; 2864 -3829 5597
6610 -2262 -345; 2836 -3498 5631
5221 -2097 351; 2336 -3168 5562
3644 -3105 -534; 1226 -2857 5340
3113 -3073 -176; 483 -2677 5092
2712 -2201 -133; 496 -2470 4894
2532 -2364 -763; 861 -2186 4602
2128 -2441 -572; 1065 -1948 4273
1562 -2064 -734; 876 -1712 3948
911 -2073 -1102; 542 -1475 3585
472 -2130 -920; 378 -1297 3221
228 -2104 -1196; 184 -1120 2851
-243 -2350 -1480; -57 -947 2470
-626 -2506 -1679; -119 -805 2110
-564 -2800 -1686; 94 -674 1770
-389 -2687 -1474; 428 -538 1455
-445 -2845 -1371; 636 -397 1153
-606 -3123 -1312; 667 -269 867
-600 -3214 -1220; 615 -170 625
-506 -3229 -1385; 347 -77 396
-701 -3570 -1600; -152 -2 167
-700 -3753 -1723; -507 56 -21
-482 -3771 -1779; -529 118 -172
-364 -4016 -1776; -304 177 -307
-368 -4192 -1965; -64 228 -418
-260 -4213 -1995; 67 259 -498
-51 -4375 -1882; 85 278 -568
-11 -4544 -1794; 8 291 -622
-161 -4599 -1744; -86 302 -650
-193 -4639 -1648; -149 308 -666
-93 -4596 -1584; -190 310 -671
-40 -4484 -1570; -176 313 -664
-3 -4454 -1622; -72 315 -652
28 -4422 -1687; 67 314 -638
-174 -4287 -1829; 180 304 -620
-208 -4286 -1871; 265 291 -596
-116 -4274 -1869; 233 266 -576
-98 -4177 -1770; 109 236 -556
-90 -4054 -1759; 1 211 -527
-56 -3968 -1685; -73 188 -503
-68 -3913 -1551; -121 160 -479
-77 -3819 -1475; -131 142 -452
-119 -3831 -1450; -115 127 -426
-243 -3880 -1398; -104 109 -405
-397 -3884 -1446; -74 97 -380
-412 -3884 -1513; -16 84 -354
-293 -3905 -1460; 2 67 -331
-209 -3851 -1447; 12 54 -310
-266 -3802 -1511; 13 46 -285
-323 -3859 -1527; -26 35 -266
-397 -3840 -1471; -97 22 -249
-426 -3779 -1434; -151 15 -228
-464 -3749 -1394; -177 8 -215
-423 -3723 -1294; -129 4 -202
-344 -3660 -1304; -24 10 -185
-292 -3653 -1323; 66 11 -178
-288 -3584 -1337; 125 11 -169
-307 -3554 -1433; 156 14 -159
-292 -3588 -1413; 152 15 -155
-275 -3604 -1424; 95 10 -154
-245 -3588 -1472; 15 11 -147
-212 -3573 -1466; -105 7 -144
-193 -3568 -1409; -179 1 -143
-239 -3514 -1420; -174 4 -136
-350 -3514 -1471; -129 8 -136
-388 -3585 -1387; -36 4 -134
-211 -3582 -1431; 38 5 -127
-106 -3627 -1422; 49 6 -127
-121 -3736 -1423; 70 0 -122
-168 -3727 -1523; 86 -1 -111
-165 -3732 -1564; 108 -6 -102
-190 -3715 -1589; 167 -12 -93
-157 -3719 -1683; 195 -17 -79
-92 -3683 -1655; 93 -27 -72
-88 -3692 -1568; -46 -45 -65
-117 -3702 -1617; -142 -52 -57
-185 -3721 -1610; -166 -60 -49
-192 -3693 -1555; -147 -71 -38
-156 -3658 -1541; -128 -73 -29
-132 -3639 -1496; -117 -78 -24
-135 -3637 -1499; -113 -82 -19
-164 -3666 -1547; -114 -82 -14
-210 -3681 -1587; -114 -83 -11
-195 -3674 -1588; -136 -88 -8
-106 -3636 -1590; -177 -91 -5
-86 -3667 -1593; -211 -93 -5
-96 -3641 -1605; -255 -95 -5
-106 -3630 -1668; -296 -95 -5
-115 -3625 -1694; -316 -99 -5
-77 -3605 -1650; -355 -101 -7
-66 -3637 -1608; -422 -100 -9
-56 -3653 -1598; -528 -99 -12
-145 -3685 -1609; -638 -97 -14
-143 -3662 -1624; -734 -89 -16
-123 -3554 -1644; -821 -84 -20
-36 -3473 -1642; -898 -77 -20
-135 -3522 -1926; -969 -68 -24
-153 -3619 -2098; -907 -51 -35
-96 -3434 -1955; -848 -55 -29
15 -3530 -1962; -869 -53 -30
131 -3657 -2118; -958 -40 -38
185 -3666 -2013; -1086 -44 -33
195 -3505 -2037; -1181 -45 -26
91 -3462 -2212; -1200 -33 -24
12 -3498 -2219; -1076 -27 -18
-9 -3443 -2231; -999 -24 -12
-20 -3323 -2336; -988 -15 -9
-57 -3255 -2386; -961 -9 -4
-72 -3242 -2345; -946 -5 -1
-16 -3189 -2278; -1048 -2 -1
98 -3131 -2183; -1311 0 -1
155 -3246 -2162; -1704 -1 -1
169 -3246 -2298; -2220 -2 -1
231 -3241 -2376; -2807 -7 7
262 -3322 -2601; -3498 -22 17
372 -3063 -3178; -4341 -39 26
272 -2557 -3552; -5080 -72 50
207 -2268 -3866; -5425 -113 65
107 -1861 -4292; -5480 -146 74
-136 -1577 -4434; -5127 -185 90
-277 -1431 -4411; -4503 -221 96
-380 -1231 -4227; -3842 -250 97
-545 -1033 -4069; -3304 -277 104
-687 -1039 -4106; -3000 -291 97
-779 -1077 -4028; -2930 -304 86
-911 -931 -3935; -2991 -320 78
-911 -723 -3950; -2970 -320 70
-788 -526 -3811; -2792 -307 65
-491 -603 -3458; -2575 -292 56
-216 -579 -3250; -2701 -265 43
-250 -448 -3266; -3188 -236 37
1 -447 -3319; -3721 -217 23
218 -333 -3838; -4362 -200 15
251 -7 -3899; -5461 -194 16
86 465 -3409; -6864 -222 -6
-135 1380 -3346; -8064 -239 -11
-453 2424 -3549; -8667 -238 -15
-781 3199 -3792; -8423 -234 -40
-1035 3667 -3858; -7341 -214 -57
-1195 3731 -3478; -5642 -178 -71
-1110 3463 -2935; -3595 -146 -78
-856 2931 -2698; -1646 -90 -78
-516 2370 -2567; -407 -35 -79
-230 2151 -2295; -128 -11 -72
-119 2254 -2116; -587 7 -55
-98 2280 -2153; -1362 35 -39
-238 2442 -2324; -2128 54 -27
-332 2710 -2804; -2557 73 -5
-278 2960 -3196; -2495 100 25
-189 3058 -3034; -2035 113 54
-90 2936 -2318; -1452 119 83
-148 3488 -2546; -1139 171 152
-149 3458 -2626; -848 180 164
-117 3305 -2446; -499 192 176
-127 3219 -2282; -359 193 179
-331 3233 -2282; -437 201 186
15 3302 -2313; -532 210 192
110 3254 -2179; -716 199 188
78 3352 -2413; -896 203 193
71 3396 -2570; -993 212 201
149 3160 -2195; -1073 192 197
230 3196 -2086; -1314 181 198
292 3388 -2098; -1713 178 205
329 3462 -1891; -2015 157 195
273 3691 -1965; -2159 149 199
104 3892 -2132; -2150 150 201
-8 3908 -2035; -2050 138 190
6 4010 -1936; -1894 124 184
52 4196 -1726; -1777 121 176
28 4359 -1423; -1745 106 156
25 4505 -1397; -1679 102 138
-25 4471 -1550; -1419 115 122
-36 4200 -1599; -970 116 101
-25 4033 -1724; -456 119 89
21 3864 -1816; -98 124 86
109 3686 -1539; 15 109 76
112 3765 -1301; -52 99 76
61 3898 -1105; -193 99 83
38 3746 -884; -263 92 75
69 3770 -914; -288 99 78
152 3807 -1066; -358 110 88
250 3653 -1052; -473 108 86
272 3757 -1165; -611 107 90
263 4022 -1290; -713 109 101
184 4130 -1217; -715 103 102
61 4193 -1173; -567 101 103
7 4167 -1209; -306 107 105
62 3992 -1133; -41 105 100
160 3871 -1098; 111 105 98
292 3794 -1117; 118 106 99
375 3813 -1116; 4 102 95
409 3909 -1028; -165 95 92
420 4079 -918; -308 88 84
333 4240 -872; -391 87 75
262 4270 -907; -366 89 62
254 4173 -953; -208 91 47
284 4075 -954; -52 93 33
354 3972 -960; -9 92 19
398 3944 -966; -76 88 4
423 4028 -966; -193 81 -8
412 4079 -993; -300 73 -17
334 4116 -1062; -333 65 -29
249 4119 -1004; -282 57 -40
215 4050 -935; -190 50 -50
305 3974 -892; -109 43 -61
371 3910 -836; -113 36 -67
443 3908 -789; -191 25 -73
443 4007 -833; -282 19 -80
401 4123 -834; -341 13 -86
315 4221 -820; -338 6 -95
208 4220 -781; -263 0 -105
184 4199 -764; -130 -4 -116
249 4083 -774; 12 -6 -125
323 3956 -795; 111 -13 -131
375 3855 -813; 152 -18 -132
366 3834 -839; 137 -26 -135
357 3929 -838; 78 -36 -135
342 4006 -833; -8 -45 -132
299 4028 -797; -66 -54 -130
300 3974 -765; -51 -60 -133
303 3955 -768; 13 -64 -132
310 3913 -795; 84 -67 -127
347 3869 -805; 136 -68 -123
334 3887 -787; 169 -73 -117
335 3895 -700; 162 -79 -112
300 3967 -650; 75 -83 -106
279 3975 -605; -40 -88 -101
251 3926 -591; -137 -88 -98
240 3981 -667; -222 -88 -92
222 4066 -760; -290 -89 -88
196 4156 -832; -305 -94 -86
181 4293 -892; -247 -95 -84
165 4342 -925; -137 -100 -84
186 4297 -847; -23 -105 -87
215 4215 -782; 42 -110 -90
218 4107 -741; 60 -114 -91
226 4057 -736; 51 -118 -94
236 4056 -780; 35 -121 -90
229 4062 -830; 37 -124 -87
236 4072 -808; 69 -127 -88
252 4070 -766; 92 -127 -85
225 4049 -702; 86 -131 -81
222 3965 -618; 61 -133 -81
236 3945 -617; 15 -132 -79
211 3963 -636; -44 -130 -74
208 4008 -685; -105 -128 -71
172 4097 -729; -135 -127 -68
160 4195 -765; -126 -127 -67
134 4217 -753; -90 -126 -71
114 4190 -732; -49 -128 -68
128 4089 -759; -3 -130 -68
112 4037 -790; 30 -129 -70
88 4059 -786; 30 -132 -67
74 4069 -752; 40 -134 -63
45 4021 -690; 70 -136 -60
16 3971 -647; 72 -135 -55
10 3917 -616; 49 -136 -49
-33 3912 -641; 6 -135 -44
-35 3964 -655; -40 -134 -36
-63 3986 -619; -75 -133 -31
-56 4014 -595; -104 -133 -27
-73 4030 -589; -142 -132 -20
-107 4004 -623; -184 -132 -15
-111 4029 -668; -220 -132 -13
-131 4061 -750; -237 -134 -8
-103 4041 -771; -209 -140 -4
-102 4050 -804; -144 -144 -1
-99 4043 -758; -95 -149 4
-89 4036 -719; -79 -155 6
-115 4014 -677; -62 -161 9
-116 4031 -656; -46 -164 12
-131 4031 -630; -35 -169 15
-142 4018 -650; -16 -172 18
-123 3980 -600; 1 -177 20
-110 3958 -581; -23 -181 25
-94 3936 -561; -78 -186 28
-116 3978 -535; -149 -192 31
-130 4036 -533; -220 -199 37
-198 4074 -520; -255 -204 38
-254 4136 -524; -245 -206 35
-266 4191 -499; -218 -214 36
-237 4169 -490; -206 -220 36
-215 4116 -521; -202 -229 37
-172 4065 -541; -169 -233 37
-159 4023 -539; -131 -241 38
-150 4010 -517; -112 -249 44
-126 4034 -521; -89 -260 49
-95 4048 -466; -58 -269 53
-70 4090 -406; -41 -275 56
-20 4107 -351; -53 -281 58
48 4076 -351; -67 -286 56
164 4075 -326; -81 -291 54
251 4085 -352; -92 -295 52
325 4093 -380; -115 -297 49
375 4154 -390; -160 -305 48
292 4184 -423; -217 -312 44
167 4241 -485; -229 -319 39
118 4313 -510; -181 -324 34
147 4354 -493; -101 -331 27
238 4383 -483; -12 -336 19
390 4411 -478; 65 -342 11
537 4442 -507; 123 -350 0
645 4406 -520; 162 -357 -11
705 4389 -567; 177 -365 -19
678 4317 -594; 190 -374 -28
607 4174 -591; 239 -385 -29
580 4023 -591; 307 -395 -30
585 3964 -626; 305 -405 -23
652 4042 -741; 227 -417 -14
653 4186 -810; 139 -431 -4
652 4262 -800; 85 -448 8
647 4330 -846; 99 -460 15
665 4357 -908; 152 -473 20
754 4377 -866; 186 -486 29
796 4333 -834; 218 -497 37
885 4260 -805; 306 -502 48
918 4162 -753; 415 -505 59
963 4081 -718; 478 -505 74
973 4042 -699; 506 -505 91
970 4035 -630; 520 -501 108
991 4035 -593; 493 -496 127
998 4000 -565; 442 -490 144
1018 3957 -549; 399 -482 159
1030 3949 -559; 363 -472 175
1056 3899 -597; 345 -463 190
1087 3888 -670; 345 -452 202
1112 3907 -714; 354 -443 217
1084 3926 -705; 364 -437 230
1078 3902 -679; 406 -428 236
1120 3894 -660; 485 -419 240
1203 3911 -590; 518 -406 243
1272 3924 -495; 465 -399 242
1284 3944 -511; 424 -388 234
1233 3934 -583; 424 -372 229
1147 3811 -637; 475 -362 220
1080 3615 -652; 551 -350 209
989 3522 -709; 566 -340 203
906 3477 -805; 495 -340 198
865 3443 -980; 394 -340 191
843 3495 -1166; 317 -343 184
874 3648 -1266; 287 -353 174
935 3780 -1336; 290 -364 160
927 3865 -1326; 341 -375 144
862 3838 -1262; 502 -389 126
800 3744 -1183; 726 -396 106
703 3613 -1191; 880 -404 91
622 3458 -1222; 945 -411 77
557 3362 -1243; 953 -419 66
611 3395 -1219; 879 -426 54
730 3522 -1158; 709 -436 44
831 3659 -1108; 512 -444 32
864 3712 -1086; 382 -446 20
804 3632 -1119; 380 -445 5
732 3575 -1200; 448 -440 -10
662 3546 -1263; 464 -439 -14
577 3504 -1274; 433 -439 -16
496 3541 -1277; 414 -438 -18
476 3619 -1212; 403 -436 -20
505 3645 -1083; 393 -431 -22
586 3661 -941; 332 -424 -26
640 3704 -923; 155 -413 -30
634 3727 -1003; -87 -404 -40
611 3862 -1129; -320 -393 -51
554 4145 -1270; -467 -381 -62
522 4313 -1292; -425 -370 -81
562 4325 -1283; -214 -358 -104
624 4281 -1242; 18 -344 -124
609 4064 -1216; 162 -334 -143
589 3823 -1171; 230 -321 -163
544 3647 -1141; 207 -311 -176
514 3531 -1125; 101 -303 -186
451 3532 -1167; -81 -296 -190
401 3554 -1249; -278 -288 -190
324 3543 -1362; -393 -281 -192
253 3554 -1411; -433 -276 -191
190 3544 -1395; -437 -274 -188
142 3513 -1405; -430 -272 -185
96 3533 -1441; -429 -274 -179
47 3585 -1502; -448 -273 -174
-2 3647 -1519; -446 -275 -168
-56 3723 -1504; -393 -277 -167
-123 3793 -1402; -339 -282 -163
-207 3775 -1308; -309 -288 -161
-296 3726 -1242; -353 -290 -162
-327 3799 -1305; -507 -293 -162
-334 3948 -1390; -725 -301 -163
-292 4106 -1408; -857 -312 -169
-253 4226 -1414; -815 -317 -175
-226 4256 -1435; -630 -321 -181
-239 4119 -1363; -373 -326 -192
-174 3995 -1296; -151 -334 -196
1 3833 -1206; 22 -341 -201
137 3663 -1031; 76 -350 -201
191 3645 -882; -29 -359 -199
196 3702 -843; -213 -366 -197
174 3801 -845; -366 -370 -201
157 4006 -915; -441 -374 -204
198 4138 -998; -476 -378 -211
296 4259 -1074; -492 -384 -224
411 4406 -1029; -458 -392 -240
501 4479 -982; -373 -399 -258
482 4397 -871; -268 -407 -280
464 4321 -750; -175 -414 -300
462 4311 -706; -163 -417 -317
479 4345 -698; -231 -418 -335
505 4436 -740; -293 -424 -353
525 4480 -816; -298 -424 -369
539 4431 -828; -234 -421 -386
541 4241 -783; -102 -422 -400
554 3962 -750; 64 -421 -406
541 3684 -676; 219 -419 -408
538 3454 -582; 299 -421 -401
472 3343 -559; 289 -418 -386
430 3364 -565; 192 -415 -367
415 3416 -598; 69 -414 -348
434 3516 -694; 2 -413 -328
473 3565 -740; -5 -411 -309
519 3598 -774; 32 -411 -294
559 3570 -780; 113 -410 -277
558 3440 -736; 198 -410 -256
468 3368 -644; 233 -411 -230
346 3332 -640; 223 -408 -208
284 3410 -647; 170 -408 -181
269 3516 -650; 101 -408 -153
257 3537 -613; 63 -406 -128
201 3598 -622; 22 -400 -105
102 3831 -703; -45 -396 -79
-103 4103 -831; -92 -392 -61
-256 4329 -917; -48 -388 -49
-283 4462 -944; 66 -387 -43
-163 4385 -979; 153 -390 -41
57 4247 -1026; 153 -393 -40
158 4175 -1124; 27 -398 -36
277 4196 -1196; -146 -407 -35
321 4270 -1264; -241 -417 -35
192 4388 -1279; -230 -428 -33
36 4394 -1246; -106 -437 -34
-12 4395 -1258; 62 -443 -36
7 4439 -1240; 183 -452 -38
45 4506 -1169; 221 -461 -45
85 4663 -992; 144 -470 -50
106 4802 -925; -16 -476 -63
143 4884 -919; -178 -482 -84
153 4920 -971; -264 -487 -103
140 4848 -1091; -257 -485 -121
141 4669 -1131; -184 -488 -140
127 4478 -1112; -77 -494 -151
155 4235 -1073; 26 -499 -155
197 4047 -1032; 107 -503 -154
192 3980 -954; 160 -507 -146
153 3963 -877; 201 -511 -134
116 3893 -832; 259 -511 -120
70 3827 -787; 300 -513 -102
91 3756 -760; 276 -513 -83
168 3641 -739; 192 -513 -68
181 3634 -765; 62 -516 -44
118 3671 -803; -59 -516 -22
6 3682 -859; -126 -519 -5
-100 3804 -862; -133 -521 15
-159 3882 -895; -102 -524 29
-137 3928 -987; -71 -526 38
-90 4051 -1037; -71 -534 47
-60 4122 -1055; -96 -546 49
-46 4198 -1075; -132 -558 49
-72 4169 -995; -157 -572 47
-106 4058 -927; -194 -588 42
-150 4001 -910; -251 -603 41
-236 4037 -996; -308 -619 42
-269 4079 -1064; -328 -634 43
-292 4134 -1083; -281 -651 44
-255 4112 -1074; -152 -669 48
-205 3991 -1028; 6 -688 50
-182 3917 -923; 121 -707 57
-169 3812 -844; 184 -725 68
-162 3764 -816; 193 -740 74
-151 3828 -833; 148 -756 85
