200 -4117 620; 82 9 -120
-1206 -3390 2432; -73 -73 -395
-1322 -3532 2375; -95 -77 -416
-1238 -3438 2403; -16 -81 -422
-1091 -3322 2407; 84 -83 -423
-1020 -3351 2313; 120 -85 -429
-1090 -3446 2286; 56 -93 -432
-1119 -3403 2172; -122 -102 -425
-1158 -3406 2134; -300 -108 -420
-1152 -3353 2219; -376 -116 -413
-1129 -3295 2203; -365 -115 -401
-1126 -3329 2126; -317 -111 -392
-1247 -3421 2116; -289 -113 -383
-1331 -3509 2118; -285 -114 -368
-1476 -3550 2198; -259 -111 -351
-1498 -3502 2308; -165 -109 -336
-1392 -3359 2358; -26 -101 -315
-1299 -3286 2367; 129 -90 -301
-1278 -3253 2358; 221 -83 -291
-1220 -3193 2373; 234 -73 -280
-1170 -3165 2338; 220 -68 -270
-1219 -3142 2292; 204 -63 -265
-1216 -3145 2268; 238 -56 -258
-1172 -3188 2287; 288 -48 -252
-1139 -3226 2223; 285 -43 -247
-1132 -3189 2246; 241 -42 -242
-1225 -3237 2209; 188 -42 -235
-1388 -3303 2136; 113 -39 -233
-1446 -3330 2115; 45 -41 -229
-1438 -3247 2107; 10 -46 -221
-1319 -3141 2119; 29 -46 -216
-1272 -3062 2135; 71 -47 -216
-1226 -2992 2160; 91 -48 -216
-1262 -3000 2170; 106 -46 -219
-1287 -3031 2171; 139 -42 -223
-1258 -3056 2163; 160 -39 -221
-1258 -3116 2135; 142 -38 -221
-1365 -3214 2130; 121 -35 -222
-1396 -3178 2106; 124 -30 -216
-1274 -3122 2088; 126 -26 -206
-1227 -3099 2108; 134 -25 -201
-1157 -3029 2099; 145 -20 -195
-1146 -3011 2093; 168 -13 -190
-1174 -3038 2066; 178 -6 -185
-1208 -3042 2107; 155 -1 -178
-1156 -3068 2114; 93 3 -173
-1155 -3116 2127; -12 6 -167
-1207 -3116 2137; -146 9 -157
-1274 -3192 2209; -255 17 -150
-1288 -3226 2224; -296 24 -141
-1321 -3261 2226; -281 34 -130
-1247 -3321 2216; -230 47 -118
-1170 -3381 2237; -183 57 -107
-1190 -3387 2215; -151 69 -90
-1170 -3438 2204; -128 79 -77
-1075 -3456 2127; -109 90 -64
-1066 -3470 2047; -105 99 -49
-1044 -3450 1986; -142 101 -36
-890 -3456 1961; -230 102 -24
-842 -3468 1990; -340 101 -15
-810 -3531 2041; -436 101 -4
-817 -3590 2055; -471 101 4
-852 -3659 2060; -455 100 9
-876 -3849 2045; -378 101 13
-766 -4184 2051; -318 100 21
-674 -4482 1796; -434 90 23
-665 -4841 1659; -612 65 17
-632 -4808 1351; -802 25 14
-537 -4509 1235; -1063 -30 2
-399 -4103 1312; -1304 -96 -30
-334 -3763 1315; -1502 -171 -95
-568 -3920 1366; -1489 -252 -212
-1045 -4052 1275; -1280 -342 -351
-1117 -4098 910; -965 -441 -526
-803 -4031 680; -672 -564 -749
-314 -3215 457; -827 -718 -1002
140 -2640 622; -1455 -908 -1330
67 -2632 1047; -2018 -1092 -1756
-617 -2606 924; -2161 -1236 -2202
-748 -2608 468; -1780 -1359 -2704
-147 -2775 235; -1291 -1486 -3257
653 -2476 326; -1230 -1630 -3793
1219 -2392 712; -1460 -1766 -4344
1707 -2697 1069; -1356 -1839 -4915
2286 -2708 1187; -1067 -1878 -5421
3135 -2778 1133; -916 -1911 -5891
4194 -3171 1159; -865 -1923 -6332
4496 -3549 1553; -913 -1911 -6688
5253 -3011 1137; -958 -1848 -6960
6057 -3395 938; -1014 -1778 -7224
6316 -2910 -240; -1449 -1684 -7400
6944 -1301 -603; -2341 -1468 -7481
7500 -252 -202; -2993 -1176 -7582
8149 -121 472; -3209 -879 -7712
7916 -167 1662; -3580 -561 -7793
7543 -531 1863; -4433 -140 -7799
7135 -1584 1170; -5721 427 -7765
7020 -524 -343; -7458 1063 -7679
7300 -811 936; -9087 1815 -7461
7287 10 403; -10391 2698 -7092
6722 -1396 2297; -11729 3608 -6600
6665 198 1639; -11944 4503 -5922
6609 3023 1210; -10489 5334 -5083
6557 4953 1903; -6377 5924 -4458
6333 3949 2123; -1271 6291 -4272
6112 1603 2506; 2018 6406 -4411
6331 179 3061; 2083 6299 -4584
6857 -1033 2916; 142 6241 -4691
7245 -994 2431; -2579 6341 -4591
7262 69 2911; -4931 6518 -4230
7318 633 3384; -6163 6796 -3752
7570 1004 3711; -6684 7134 -3214
8131 1776 4514; -7263 7411 -2583
8408 1730 5095; -7627 7644 -1914
8528 1040 4807; -7917 7869 -1197
8668 275 4193; -8437 8038 -427
8451 205 3909; -8938 8088 429
7789 -288 3218; -8985 8015 1335
7191 -485 2698; -8366 7878 2174
6414 -247 2873; -7364 7650 2946
5899 152 3120; -6679 7385 3623
5502 -141 2402; -6803 7101 4194
5170 -855 1529; -7225 6712 4751
4877 -974 1156; -7032 6228 5325
4433 -520 857; -5911 5755 5823
4024 -244 747; -4227 5371 6176
4081 -19 443; -3092 5065 6391
4104 269 -3; -3100 4756 6561
4132 241 -653; -3750 4395 6713
4063 533 -1161; -4597 3947 6888
3789 1319 -1322; -5323 3411 7095
3307 1704 -1670; -5843 2827 7257
2617 1864 -2018; -6128 2205 7365
1826 2434 -1926; -6092 1558 7442
946 2638 -1544; -5620 939 7463
242 1899 -1126; -5184 386 7400
-296 1622 -1323; -5313 -140 7316
-765 2518 -913; -5945 -704 7224
-1020 3426 -98; -6885 -1346 7043
-836 4335 794; -7859 -2013 6766
-546 5363 1444; -8727 -2693 6394
-841 5931 1408; -9084 -3343 5903
-1368 5002 1596; -8572 -3899 5346
-2087 2534 2734; -7870 -4356 4743
-2677 2307 4210; -8304 -4715 4104
-2455 3501 4204; -9997 -5048 3498
-2138 4132 5325; -11773 -5390 2756
-1000 2410 5868; -13043 -5617 1750
-7 1378 5351; -14296 -5676 757
821 741 5229; -15605 -5636 -214
1957 -3792 13079; -17161 -5308 -1275
1012 -1585 6932; -19986 -4397 -2153
-412 -1477 2823; -23005 -3672 -3128
-1524 -7999 3766; -23562 -2992 -4081
-804 928 -2296; -21303 -1631 -3888
1876 1595 -6209; -15619 -429 -3729
3970 -7611 -5593; -9198 75 -4207
4139 -6483 -3205; -5395 177 -3893
3926 -2297 -3376; -4780 357 -3289
3521 -5199 -4311; -6363 543 -3413
2456 -4188 -4195; -7248 597 -3296
1989 -965 -4139; -6477 705 -2785
2176 -3836 -5190; -5139 896 -2742
1918 -5682 -4070; -3698 896 -2698
1294 -3477 -2574; -2279 823 -2312
1290 -4330 -3142; -1116 891 -2182
1242 -5857 -2351; -415 861 -2157
1337 -4204 -1040; -128 751 -1886
1957 -3928 -1598; -361 768 -1723
2240 -4907 -1852; -888 773 -1684
1841 -3961 -1341; -1360 711 -1479
1641 -3955 -1796; -1676 726 -1304
1556 -5109 -2310; -1681 751 -1229
1537 -4405 -2185; -1406 713 -1033
1690 -4000 -2535; -953 697 -850
2011 -4520 -2888; -376 688 -768
1926 -3807 -2555; 132 633 -615
1744 -3188 -2424; 527 587 -457
1759 -3604 -2605; 701 555 -390
1828 -3233 -2536; 619 494 -285
1839 -2749 -2443; 392 437 -157
2032 -3074 -2479; 138 393 -93
2271 -2970 -2520; -109 335 -11
2214 -2683 -2676; -292 286 92
2114 -2914 -2774; -332 244 156
1980 -2922 -2759; -285 185 223
1873 -2725 -2859; -206 130 309
1932 -2773 -2839; -123 83 366
2012 -2733 -2521; -122 23 419
2079 -2547 -2478; -200 -31 487
2187 -2649 -2684; -292 -73 534
2240 -2806 -2706; -343 -127 570
2180 -2685 -2664; -335 -181 624
2077 -2655 -2731; -269 -227 672
2005 -2743 -2764; -212 -274 703
1847 -2673 -2716; -202 -322 739
1743 -2620 -2672; -198 -365 772
1719 -2676 -2589; -175 -405 795
1738 -2667 -2613; -164 -443 820
1706 -2669 -2655; -181 -476 843
1778 -2708 -2596; -261 -508 853
1769 -2679 -2490; -411 -538 861
1609 -2665 -2454; -548 -567 871
1449 -2705 -2540; -604 -590 873
1237 -2801 -2620; -544 -609 869
1144 -2829 -2683; -378 -626 869
1231 -2825 -2668; -180 -640 866
1418 -2780 -2573; -7 -645 861
1367 -2703 -2474; 70 -643 853
1226 -2658 -2382; 67 -640 839
1065 -2682 -2418; 23 -634 821
1008 -2652 -2470; -53 -625 802
978 -2603 -2429; -169 -620 775
1052 -2590 -2428; -292 -614 747
1049 -2558 -2489; -381 -601 717
912 -2632 -2549; -396 -585 681
808 -2702 -2587; -334 -570 645
805 -2719 -2631; -214 -551 615
882 -2776 -2612; -63 -532 585
939 -2844 -2593; 51 -509 552
926 -2820 -2597; 62 -488 522
849 -2764 -2613; -43 -469 489
830 -2773 -2634; -203 -453 452
843 -2801 -2699; -356 -438 419
928 -2846 -2766; -466 -422 383
925 -2944 -2828; -508 -407 348
938 -3008 -2992; -480 -390 319
882 -3047 -3162; -384 -377 291
850 -3140 -3294; -254 -366 264
1055 -3167 -3433; -196 -358 238
1270 -3171 -3513; -293 -354 209
1306 -3132 -3622; -503 -347 172
1426 -2922 -3640; -770 -327 124
1530 -2749 -3941; -1037 -280 54
1496 -2672 -3962; -1168 -243 -27
1568 -2265 -3541; -1213 -215 -118
1532 -1890 -3411; -1362 -134 -246
1410 -1481 -3344; -1512 1 -408
1331 -1087 -2633; -1599 171 -588
1353 -961 -1964; -1586 415 -806
1158 -957 -1530; -1562 748 -1052
767 -912 -1215; -1573 1130 -1294
842 -837 -822; -1540 1554 -1540
1284 -984 -814; -1439 2061 -1797
1760 -932 -762; -1355 2607 -2039
2426 -711 -567; -1420 3155 -2249
3139 -854 -863; -1660 3729 -2452
3647 -1007 -1388; -2003 4291 -2595
4490 -1050 -1723; -2172 4800 -2650
5512 -1128 -2151; -2117 5273 -2659
6163 -1279 -2747; -2016 5694 -2630
6730 -1047 -2836; -1978 6024 -2543
7286 -594 -2270; -2083 6258 -2401
7697 -607 -1877; -2157 6469 -2236
7947 -872 -876; -2026 6637 -2058
8219 -880 -465; -2218 6742 -1835
7728 -1253 -38; -3410 6814 -1548
6988 -2613 535; -5213 6902 -1140
7217 -1942 873; -8220 6968 -496
7294 289 791; -12480 6905 471
7253 1068 1247; -14330 6666 1689
7126 1633 1165; -12319 6318 2840
7146 3250 1546; -9387 5958 3695
6998 1287 19; -6794 5667 4204
6466 -505 -1702; -5566 5337 4594
6032 -808 -841; -6616 4840 5013
5814 -1477 -606; -7536 4334 5414
5342 -1275 -64; -6972 3793 5831
4723 -1369 441; -5368 3284 6170
4572 -2759 -290; -3979 2949 6361
4659 -2938 -787; -3665 2634 6540
5080 -2495 -929; -4638 2207 6744
5965 -2230 -1505; -6166 1690 6915
6441 -1892 -1980; -7201 1046 7073
6180 -1758 -2286; -7632 315 7190
5897 -2432 -2826; -7670 -408 7211
5518 -2931 -2932; -7810 -1161 7168
5249 -3344 -3031; -7982 -1941 7070
4872 -3680 -3247; -7854 -2685 6897
4776 -4196 -3278; -7440 -3375 6660
4703 -4665 -2780; -7062 -4042 6371
4893 -4106 -2892; -6784 -4634 6068
4756 -2854 -3545; -6247 -5138 5747
4455 -2355 -3768; -5157 -5572 5390
4300 -2289 -3417; -3775 -5909 5056
4133 -2237 -3113; -2578 -6140 4819
4018 -2380 -3032; -1981 -6307 4635
3678 -2411 -3274; -2165 -6465 4449
2960 -1976 -2767; -2784 -6658 4240
2487 -1592 -1780; -3483 -6884 3956
2210 -1341 -959; -4336 -7102 3579
1794 -555 -487; -5052 -7303 3146
1487 -37 15; -5265 -7487 2644
1264 307 265; -4963 -7598 2107
796 661 550; -4418 -7653 1621
534 889 698; -4163 -7676 1159
286 863 608; -4417 -7667 675
-32 1465 492; -4997 -7643 172
-281 1694 952; -5446 -7590 -379
-537 1088 2059; -5782 -7483 -988
-651 1245 3357; -6359 -7318 -1589
-812 1294 4359; -6888 -7056 -2202
-1143 691 5156; -7176 -6693 -2831
-1072 35 5685; -7716 -6255 -3412
-949 -710 5518; -8743 -5709 -3991
-1224 -985 5043; -10059 -5049 -4561
-1134 -1231 4614; -11395 -4297 -5067
-828 -1680 3553; -12634 -3399 -5522
-389 -1364 2320; -13991 -2382 -5849
435 -406 1218; -15493 -1290 -6012
1718 461 100; -16743 -106 -6015
3214 920 -927; -17069 1097 -5801
3931 35 -1607; -16486 2197 -5375
3851 -3523 -3138; -15738 3145 -4779
2740 -3360 -6865; -16679 3875 -3948
2594 1841 -4912; -18032 4416 -2894
2995 3904 -5220; -17131 4792 -1835
3320 5140 -6918; -14341 4990 -901
3135 6735 -9163; -10528 4996 -220
2475 6505 -10500; -7125 4815 141
3449 5166 -9936; -4770 4592 371
3803 2616 -8555; -2350 4341 448
4510 -1135 -7012; 195 4137 390
4686 -2153 -6165; 906 3944 347
4257 -1025 -6085; 46 3706 389
3306 206 -6431; -501 3465 422
2454 908 -6778; -680 3245 437
2375 869 -6227; -805 2986 445
2760 371 -5226; -1182 2674 433
3109 145 -5362; -1685 2418 433
3078 639 -6362; -1935 2187 488
2716 666 -6441; -1667 1889 513
2593 482 -6031; -1025 1579 490
2520 688 -5722; -391 1310 477
2331 794 -5273; -4 1034 446
2252 782 -4814; 141 759 396
2279 1049 -4534; 175 514 364
2249 1297 -4237; 117 280 331
2212 1348 -3833; 38 56 283
2267 1535 -3682; -66 -132 241
2226 1713 -3706; -159 -299 198
2236 1694 -3663; -130 -452 145
2010 1637 -3609; 35 -580 98
1996 1217 -3340; 288 -691 61
1932 858 -2970; 463 -788 21
1938 880 -2793; 451 -866 5
1963 918 -2658; 341 -920 -1
1891 737 -2582; 112 -957 -24
1771 674 -2611; -194 -990 -40
1729 824 -2681; -407 -1014 -37
1702 749 -2776; -465 -1025 -50
1592 715 -2920; -447 -1027 -64
1558 850 -3035; -351 -1032 -65
1579 871 -3044; -166 -1033 -71
1687 884 -3025; 25 -1027 -81
1782 1017 -2976; 121 -1010 -74
1771 979 -2926; 69 -990 -72
1663 941 -2946; -75 -969 -80
1590 1104 -3073; -215 -943 -82
1507 1165 -3119; -342 -920 -88
1454 1134 -3130; -420 -898 -108
1595 1195 -3273; -368 -862 -122
1707 1223 -3328; -241 -826 -125
1645 1210 -3475; -151 -792 -138
1579 1217 -3629; -104 -758 -154
1571 1243 -3618; -75 -730 -166
1540 1206 -3544; -74 -704 -180
1540 1204 -3528; -133 -676 -195
1592 1200 -3520; -244 -649 -214
1680 1203 -3599; -353 -620 -233
1579 1264 -3703; -384 -589 -252
1575 1350 -3740; -333 -563 -270
1531 1285 -3755; -229 -539 -296
1560 1306 -3847; -88 -509 -316
1592 1269 -3878; 53 -488 -335
1593 1238 -3822; 185 -470 -356
1457 1295 -3771; 256 -451 -368
1522 1228 -3670; 190 -437 -380
1581 1170 -3701; 30 -423 -394
1569 1142 -3817; -133 -400 -401
1490 1142 -3857; -273 -385 -407
1422 1194 -3923; -365 -372 -412
1399 1243 -3963; -331 -353 -411
1392 1216 -3899; -217 -338 -410
1476 1176 -3787; -118 -321 -409
1443 1140 -3710; -88 -301 -404
1372 1155 -3726; -125 -282 -393
1367 1131 -3725; -192 -264 -386
1392 1141 -3792; -224 -247 -379
1344 1220 -3777; -232 -232 -366
1317 1249 -3768; -225 -222 -354
1366 1231 -3793; -207 -209 -345
1359 1250 -3835; -191 -198 -333
1341 1224 -3862; -169 -190 -317
1291 1220 -3890; -131 -184 -305
1239 1262 -3902; -93 -182 -291
1208 1306 -3884; -55 -181 -276
1252 1318 -3855; -56 -184 -267
1276 1312 -3866; -93 -186 -258
1331 1368 -3882; -120 -191 -249
1341 1354 -3881; -136 -198 -241
1333 1375 -3943; -138 -205 -234
1207 1412 -4039; -120 -215 -232
1208 1405 -4077; -56 -225 -231
1206 1475 -4126; 55 -239 -231
1175 1468 -4088; 196 -252 -229
1175 1462 -4006; 298 -267 -230
1235 1417 -3916; 303 -278 -232
1182 1414 -3851; 226 -289 -232
1153 1400 -3829; 119 -297 -233
1116 1391 -3841; 8 -305 -235
1067 1422 -3901; -50 -307 -235
1082 1437 -3923; -31 -307 -236
1086 1385 -3883; 24 -307 -236
1114 1410 -3869; 67 -308 -233
1081 1420 -3848; 80 -307 -230
1156 1432 -3830; 75 -306 -226
1123 1454 -3853; 39 -305 -223
1091 1504 -3894; -19 -303 -219
1123 1530 -4034; -78 -300 -217
1209 1633 -4168; -124 -295 -212
1282 1621 -4319; -141 -294 -208
1431 1680 -4466; -83 -294 -206
1568 1830 -4601; 19 -291 -199
1574 1901 -4838; 134 -284 -192
1540 2004 -5082; 227 -278 -190
1536 2087 -5050; 313 -268 -179
1529 2067 -4685; 392 -248 -165
1574 2046 -4797; 326 -199 -160
1600 1976 -4831; 228 -150 -149
1546 2035 -4397; 181 -116 -127
1546 2059 -4181; 130 -36 -102
1534 1966 -4088; 42 87 -74
1408 1852 -3913; -64 219 -30
1328 1390 -2282; -731 973 277
1444 1094 -1955; -1079 1241 398
1596 794 -1735; -1337 1552 562
1474 542 -1633; -1373 1903 784
1240 519 -1783; -1198 2280 1040
1435 79 -1379; -873 2655 1298
2054 -61 -889; -582 3051 1592
2579 104 -812; -597 3483 1928
3083 104 -914; -959 3893 2264
3794 -41 -1063; -1342 4249 2609
4500 104 -1133; -1471 4575 2997
5007 580 -1201; -1580 4847 3389
5561 815 -1341; -1818 5041 3746
6233 686 -1029; -2057 5141 4080
6620 953 -595; -2318 5174 4426
6730 1321 -801; -2744 5143 4757
7070 298 -317; -2888 5035 5040
6992 206 647; -2757 4881 5316
6670 290 140; -3120 4714 5590
7258 -990 -470; -3437 4511 5814
6409 -2270 -1389; -3821 4208 6060
7075 -1453 638; -4717 3791 6341
7285 -1712 2003; -3949 3387 6565
7477 -2336 2431; -1542 3188 6730
6698 -1363 1239; 256 3203 6835
5886 -414 146; 1110 3270 6832
5894 -45 -143; 2008 3351 6801
6261 -32 -501; 2230 3484 6742
6886 -900 -918; 690 3545 6683
7832 -1784 -145; -2885 3339 6734
8243 -1137 272; -7422 2769 6957
7816 -584 -216; -10256 1920 7271
7046 -434 -1134; -10550 949 7495
6483 -874 -1659; -9305 8 7583
6318 -1891 -1776; -8029 -822 7567
6440 -2674 -2017; -7845 -1604 7465
6942 -3036 -2016; -8629 -2423 7299
6736 -2265 -2210; -9771 -3316 7013
6050 -157 -2466; -10761 -4249 6599
5347 966 -2800; -11091 -5143 6004
4961 242 -3381; -10692 -5917 5181
4553 213 -3687; -9962 -6557 4363
3928 699 -3742; -9320 -7079 3577
3237 812 -4196; -8852 -7453 2731
2616 903 -4241; -8341 -7721 1895
1960 782 -3675; -7529 -7916 1114
1286 480 -3137; -6506 -8001 410
1019 399 -2773; -5691 -7999 -200
874 745 -2388; -5249 -7970 -752
802 1264 -1987; -4893 -7907 -1245
804 977 -1574; -4337 -7802 -1717
659 769 -1176; -3773 -7685 -2128
556 1106 -981; -3538 -7551 -2462
303 1172 -717; -3550 -7408 -2798
-47 1100 -355; -3745 -7256 -3145
-298 919 136; -4023 -7069 -3486
-532 444 760; -4328 -6848 -3849
-814 -83 1484; -4600 -6589 -4210
-1272 -498 2024; -4830 -6277 -4541
-1447 -1636 2782; -5282 -5914 -4876
-1390 -2808 3750; -6106 -5500 -5218
-1125 -3421 4115; -6911 -4973 -5517
-806 -4437 4480; -7389 -4354 -5777
-715 -5815 4666; -7339 -3703 -5990
-777 -5721 4305; -6903 -3049 -6061
-996 -5329 3562; -6534 -2406 -6041
-1034 -5679 3129; -6370 -1815 -6010
-905 -5466 2783; -6415 -1276 -5904
-735 -5010 2276; -6736 -738 -5733
-500 -4864 1956; -7245 -206 -5569
-387 -4424 1725; -7859 308 -5360
-341 -3402 1278; -8558 841 -5078
41 -2449 856; -9271 1377 -4790
1351 -540 574; -9970 1898 -4463
2044 105 116; -10253 2403 -4098
2625 366 -233; -10274 2871 -3716
2952 344 -311; -10031 3276 -3301
2604 -23 -1649; -9629 3618 -2860
1975 -935 -6591; -8972 3898 -2418
1569 263 -6478; -7696 3978 -1995
2033 1350 -3735; -7473 3944 -1602
2141 1932 -3311; -8241 3992 -1244
2849 4576 -4318; -9059 3961 -866
3418 3271 -5611; -9234 3894 -484
3388 3679 -7363; -8259 3853 -155
3267 3716 -7353; -6582 3675 91
3696 3621 -6992; -5073 3447 249
4365 2774 -7440; -3388 3290 315
4626 1176 -6815; -1742 3085 307
4172 234 -5693; -1042 2828 276
3307 434 -5753; -1211 2639 276
2365 1338 -6115; -1487 2456 295
2284 1503 -5739; -1351 2226 290
2650 1295 -5325; -1058 2013 264
2791 1357 -5145; -889 1833 245
2614 1487 -4841; -720 1653 239
2494 1271 -4335; -622 1473 217
2404 997 -4076; -624 1320 188
2431 977 -3841; -632 1178 181
2461 989 -3555; -565 1041 174
2440 1082 -3464; -473 925 158
2464 1211 -3358; -369 819 146
2459 1251 -3204; -223 712 132
2356 1242 -3137; -107 616 110
2450 1243 -3023; -65 526 92
2561 1367 -2974; -58 437 74
2550 1487 -3016; -45 356 57
2567 1438 -3052; -3 280 41
2609 1233 -3032; 52 204 20
2607 1272 -3129; 120 135 8
2535 1358 -3208; 244 76 2
2469 1364 -3130; 480 16 -11
2419 1298 -2922; 807 -33 -22
2447 1274 -2638; 1103 -75 -28
2561 1310 -2421; 1217 -111 -36
2767 1237 -2232; 1163 -136 -41
2894 1097 -1890; 974 -159 -41
2946 1015 -1825; 591 -181 -46
2894 1080 -2179; 78 -189 -54
2743 1257 -2526; -301 -199 -55
2703 1234 -2726; -399 -220 -61
2736 1072 -2919; -265 -231 -80
2782 1112 -2957; 12 -245 -84
2781 1190 -2833; 338 -269 -85
2869 1173 -2780; 615 -285 -96
2981 1142 -2722; 762 -299 -102
2992 1086 -2667; 722 -314 -103
2889 997 -2771; 507 -327 -108
2771 960 -2890; 228 -338 -105
2659 936 -2955; 36 -352 -103
2618 888 -3079; -22 -362 -106
2575 929 -3150; 48 -368 -101
2699 907 -3107; 235 -380 -95
2821 825 -3028; 427 -386 -91
2873 827 -2988; 524 -389 -85
2804 841 -2914; 501 -395 -77
2763 805 -2935; 400 -401 -76
2780 787 -2975; 250 -403 -71
2740 787 -2957; 109 -408 -67
2728 797 -2969; 2 -409 -63
2677 850 -3063; -81 -408 -60
2578 958 -3145; -125 -412 -56
2549 981 -3189; -69 -413 -55
2577 927 -3175; 47 -411 -56
2620 900 -3113; 153 -412 -55
2623 859 -3029; 206 -415 -55
2672 846 -3070; 210 -413 -55
2678 905 -3128; 187 -411 -53
2619 891 -3129; 158 -412 -51
2623 817 -3079; 131 -410 -51
2603 767 -3043; 90 -406 -49
2535 785 -2981; 11 -406 -49
2515 817 -3031; -74 -404 -47
2482 871 -3111; -152 -398 -46
2433 903 -3230; -182 -396 -44
2411 936 -3299; -136 -392 -44
2496 891 -3295; -27 -388 -42
2467 793 -3252; 86 -381 -39
2425 762 -3218; 169 -377 -34
2421 709 -3171; 221 -370 -29
2476 717 -3158; 244 -362 -21
2494 708 -3113; 210 -352 -13
2580 702 -3100; 118 -340 -7
2462 701 -3125; -1 -326 3
2327 693 -3178; -108 -313 11
2262 700 -3248; -157 -301 18
2298 764 -3331; -120 -290 27
2198 817 -3371; -25 -276 36
2217 833 -3398; 92 -264 40
2320 821 -3364; 235 -251 45
2388 787 -3250; 347 -242 48
2465 771 -3156; 330 -235 50
2497 767 -3174; 200 -223 50
2406 781 -3184; 52 -214 52
2306 814 -3233; -58 -207 51
2315 831 -3325; -87 -195 50
2318 811 -3334; -49 -187 46
2276 802 -3380; 9 -181 42
2296 829 -3452; 60 -172 40
2375 823 -3430; 126 -170 35
2379 815 -3426; 176 -170 31
2405 797 -3402; 169 -167 26
2388 757 -3353; 131 -168 21
2307 750 -3333; 92 -167 16
2307 730 -3336; 87 -165 11
2326 757 -3296; 104 -166 7
2311 773 -3290; 114 -166 3
2297 846 -3338; 109 -165 -3
2274 883 -3369; 78 -166 -12
2227 840 -3406; 62 -169 -21
2247 845 -3464; 77 -175 -29
2334 845 -3520; 87 -183 -38
2390 873 -3548; 91 -190 -49
2308 849 -3517; 103 -200 -58
2296 862 -3441; 84 -211 -67
2224 858 -3468; 38 -220 -76
2127 889 -3477; 3 -227 -86
2151 843 -3422; 10 -237 -96
2160 800 -3387; 43 -242 -102
2068 766 -3405; 68 -245 -107
2080 811 -3377; 70 -251 -111
2148 800 -3405; 68 -254 -115
2050 779 -3428; 67 -252 -117
2077 723 -3395; 43 -256 -118
2078 697 -3419; 7 -259 -121
2043 749 -3534; -13 -258 -120
2047 778 -3523; 29 -257 -117
2110 740 -3416; 95 -258 -119
2055 739 -3413; 115 -256 -120
2089 784 -3380; 93 -253 -115
2040 773 -3384; 79 -251 -114
2042 790 -3430; 67 -245 -113
2013 837 -3476; 45 -241 -112
2061 826 -3525; 8 -233 -111
2049 759 -3575; -11 -226 -113
1998 761 -3545; -16 -222 -110
2018 780 -3550; -21 -216 -106
2028 734 -3580; -31 -207 -102
1968 727 -3597; -43 -202 -97
1959 742 -3622; -42 -194 -94
2015 726 -3660; -26 -187 -91
1991 771 -3672; -3 -179 -87
2020 731 -3643; 29 -172 -84
2022 736 -3615; 65 -161 -79
1947 734 -3553; 87 -153 -75
1924 734 -3459; 96 -144 -72
1969 746 -3446; 75 -132 -68
1931 767 -3472; 20 -120 -66
1894 799 -3525; -49 -111 -64
1941 802 -3617; -101 -101 -63
1944 820 -3684; -146 -97 -62
1884 838 -3767; -171 -95 -63
1929 826 -3836; -170 -94 -64
1966 803 -3822; -152 -98 -62
1891 769 -3812; -127 -100 -62
1913 770 -3783; -106 -106 -61
1934 753 -3735; -80 -113 -59
1891 772 -3717; -52 -118 -54
1877 751 -3683; -31 -122 -49
1917 737 -3634; -30 -129 -46
1881 707 -3588; -57 -136 -40
1876 690 -3535; -111 -142 -33
1851 653 -3521; -169 -148 -24
1841 663 -3539; -209 -155 -18
1789 672 -3563; -223 -160 -10
1807 677 -3567; -208 -165 -1
1808 676 -3614; -152 -172 9
1768 646 -3599; -83 -179 20
1852 634 -3611; -40 -183 29
1866 648 -3570; -65 -190 40
1795 580 -3577; -144 -197 53
1834 585 -3598; -215 -202 65
1823 623 -3636; -260 -207 80
1747 642 -3630; -262 -210 96
1748 636 -3597; -237 -211 112
1804 635 -3559; -229 -212 127
1787 632 -3539; -247 -213 143
1776 634 -3532; -272 -213 161
1835 591 -3562; -325 -213 180
1744 581 -3614; -398 -211 198
1689 630 -3676; -434 -211 218
1683 669 -3694; -398 -212 242
1698 664 -3705; -335 -210 264
1678 654 -3720; -265 -208 283
1799 650 -3686; -207 -207 307
1848 640 -3710; -205 -205 329
1797 657 -3788; -243 -203 353
1779 678 -3838; -280 -205 379
1794 704 -3880; -307 -208 401
1799 764 -3928; -311 -210 423
1811 812 -3900; -283 -215 446
1919 908 -3833; -240 -219 465
1919 921 -3744; -188 -222 484
1922 958 -3642; -137 -221 503
1968 960 -3571; -85 -222 519
2069 985 -3517; -51 -220 534
2099 978 -3464; -57 -217 550
2196 970 -3427; -94 -216 566
2169 995 -3443; -149 -210 582
2099 1006 -3440; -182 -207 597
2073 1049 -3420; -180 -204 612
2164 1043 -3451; -146 -199 625
2114 1058 -3523; -84 -190 640
2182 1117 -3583; -13 -188 653
2233 1174 -3608; 38 -188 664
2283 1182 -3650; 52 -189 675
2299 1173 -3670; 18 -189 683
2321 1217 -3748; -32 -192 689
2324 1242 -3761; -68 -198 690
2305 1239 -3731; -36 -204 692
2352 1283 -3621; 30 -210 693
2264 1304 -3619; 92 -212 693
2218 1314 -3605; 154 -213 690
2326 1305 -3491; 184 -219 683
2398 1287 -3508; 175 -220 675
2337 1244 -3496; 133 -219 670
2342 1187 -3414; 75 -224 661
2353 1127 -3362; 44 -226 650
2321 1080 -3307; 39 -225 644
2257 1000 -3214; 52 -221 637
2242 965 -3170; 64 -218 630
2185 936 -3203; 42 -211 625
