-1308 -3472 -1381; -354 -105 -28
-191 -3049 -2846; -295 85 2
-224 -3039 -2783; -354 74 11
-260 -2967 -2745; -385 64 20
-196 -2950 -2819; -383 57 25
-149 -2933 -2872; -362 49 29
-76 -2924 -2980; -356 40 35
-46 -2985 -3010; -358 29 40
-28 -2947 -2976; -390 19 44
-3 -2947 -2932; -419 10 48
-14 -2954 -2938; -421 1 53
-29 -2847 -3020; -417 -5 58
-14 -2877 -3094; -364 -12 63
62 -2913 -3207; -322 -18 66
93 -2823 -3174; -282 -27 71
46 -2711 -3066; -184 -36 76
88 -2688 -3046; -80 -37 75
16 -2676 -2916; -40 -39 74
-35 -2677 -2804; -49 -41 73
-98 -2693 -2893; -74 -36 70
-166 -2674 -2869; -96 -32 66
-235 -2680 -2901; -104 -30 63
-258 -2725 -2838; -65 -23 56
-264 -2669 -2814; -41 -15 51
-293 -2634 -2886; -49 -7 43
-280 -2646 -2964; -66 0 32
-276 -2631 -3004; -78 5 20
-290 -2642 -3044; -89 10 8
-317 -2707 -3024; -77 13 -4
-339 -2758 -2953; -49 15 -15
-372 -2700 -3040; -61 22 -25
-356 -2616 -3051; -49 22 -34
-336 -2472 -3004; -9 21 -45
-292 -2445 -3048; 14 21 -61
-262 -2516 -3052; 8 16 -76
-225 -2619 -3107; -27 7 -89
-198 -2749 -3204; -57 -1 -99
-179 -2808 -3231; -67 -13 -106
-172 -2823 -3213; -57 -28 -110
-154 -2818 -3172; -15 -42 -111
-155 -2797 -3170; 3 -56 -111
-137 -2832 -3193; 15 -72 -107
-131 -2783 -3271; 21 -89 -101
-154 -2832 -3049; 12 -107 -96
-157 -2773 -3165; -23 -113 -85
-178 -2804 -3147; -52 -123 -79
-202 -2744 -2963; -58 -140 -71
-201 -2728 -3012; -49 -141 -62
-132 -2723 -3101; -48 -141 -58
-92 -2575 -3244; -73 -148 -54
-160 -2659 -3147; -39 -153 -54
-203 -2739 -2690; -29 -154 -50
-214 -2629 -2870; -73 -133 -40
-197 -2883 -2972; -62 -118 -42
-208 -2734 -2806; -63 -118 -38
-213 -2683 -3071; -56 -101 -33
-176 -2685 -3092; -24 -87 -33
-170 -2527 -2986; 18 -79 -32
-206 -2480 -2865; 33 -64 -38
-255 -2590 -3077; 46 -48 -45
-297 -2471 -3029; 10 -47 -49
-252 -2605 -2998; -18 -45 -58
-235 -2552 -3104; -4 -30 -60
-256 -2526 -2914; 13 -29 -62
-215 -2590 -2931; 22 -26 -73
-176 -2587 -3044; 37 -17 -77
-126 -2611 -3083; 47 -20 -80
-114 -2768 -3198; 44 -20 -88
-128 -2793 -3224; 42 -24 -87
-160 -2846 -3158; 43 -34 -81
-153 -2818 -3163; 24 -43 -78
-198 -2680 -3118; 0 -50 -72
-230 -2654 -2982; 2 -55 -67
-209 -2757 -3102; 2 -58 -66
-140 -2592 -2967; -16 -63 -65
-127 -2700 -3279; 4 -58 -66
-135 -2541 -3157; 2 -66 -62
-147 -2735 -3172; 12 -75 -69
-200 -2791 -3144; 37 -77 -69
-221 -2542 -3048; 23 -79 -55
-205 -2610 -3061; 24 -75 -59
-195 -2636 -3041; 44 -68 -65
-162 -2703 -3058; 38 -64 -63
-154 -2748 -3093; 24 -65 -60
-119 -2686 -3121; 13 -67 -52
-139 -2541 -3134; -2 -63 -50
-180 -2620 -3081; 29 -60 -57
-183 -2710 -3219; 59 -63 -55
-201 -2631 -3285; 46 -70 -46
-94 -2766 -3458; 40 -71 -48
-77 -2618 -3062; 43 -76 -44
-253 -2665 -3108; 35 -82 -48
-152 -2690 -3101; 21 -75 -53
-218 -2573 -2998; -2 -87 -45
-163 -2580 -3098; -3 -83 -45
-141 -2663 -3144; 14 -78 -49
-155 -2562 -3077; 23 -84 -46
-190 -2646 -3290; 20 -80 -47
-186 -2662 -3079; 11 -85 -51
-260 -2584 -3072; 17 -83 -49
-218 -2722 -3035; 6 -77 -53
-226 -2574 -3030; 8 -75 -50
-179 -2580 -3067; 34 -74 -51
-67 -2679 -3056; 41 -73 -60
-113 -2836 -3152; 44 -61 -53
-170 -2596 -3123; -10 -56 -37
-228 -2710 -3164; -31 -61 -42
-248 -2481 -3110; -13 -56 -44
-230 -2622 -3022; 21 -56 -49
-210 -2592 -3077; 24 -60 -57
-189 -2561 -3148; 31 -64 -55
-169 -2585 -3125; 61 -61 -57
-158 -2550 -3086; 87 -60 -62
-163 -2571 -3044; 90 -60 -64
-199 -2460 -3164; 65 -55 -64
-179 -2607 -3181; 66 -56 -75
-216 -2689 -3023; 67 -67 -78
-192 -2688 -3157; 37 -59 -70
-188 -2785 -3200; 21 -57 -70
-145 -2535 -3066; -9 -65 -67
-144 -2707 -3160; 33 -64 -75
-153 -2620 -3031; 53 -66 -78
-188 -2563 -3037; 51 -67 -76
-204 -2587 -3082; 59 -63 -80
-218 -2609 -3127; 59 -67 -78
-253 -2574 -3120; 24 -72 -69
-242 -2500 -3216; 11 -68 -68
-246 -2611 -3205; 9 -65 -73
-190 -2580 -3183; 31 -71 -78
-187 -2657 -3185; 60 -74 -87
-143 -2736 -3174; 61 -80 -92
-150 -2720 -3055; 33 -83 -75
-237 -2627 -3108; 22 -77 -60
-131 -2592 -3111; 24 -76 -62
-110 -2558 -3043; 52 -81 -65
-168 -2554 -3066; 63 -69 -67
-143 -2541 -3077; 72 -62 -75
-213 -2743 -3045; 71 -71 -85
-87 -2736 -3117; 30 -68 -69
-159 -2653 -3108; -26 -59 -49
-103 -2525 -3060; -9 -49 -49
-192 -2453 -3113; 36 -44 -62
-208 -2494 -3071; 75 -43 -77
-202 -2559 -3070; 117 -47 -89
-217 -2786 -3126; 128 -47 -89
-159 -2714 -3082; 68 -47 -71
-100 -2672 -3066; 16 -34 -56
-19 -2595 -2979; 10 -20 -53
-31 -2521 -3091; -14 -10 -56
-41 -2570 -3110; -25 -17 -59
-94 -2669 -3096; -17 -27 -53
-201 -2524 -3251; -18 -25 -45
-216 -2576 -3293; 8 -35 -57
-174 -2588 -3266; 47 -58 -68
-154 -2595 -3273; 63 -70 -66
-156 -2623 -3228; 66 -72 -59
-188 -2680 -3099; 58 -75 -56
-174 -2705 -3176; 43 -79 -52
-146 -2438 -3129; 46 -87 -47
-139 -2692 -2949; 63 -88 -60
-47 -2598 -3166; 10 -76 -52
-54 -2448 -3108; -24 -84 -36
-128 -2828 -3151; 30 -79 -34
-185 -2630 -3139; 15 -67 -27
-169 -2697 -3160; -8 -71 -29
-141 -2645 -3199; -21 -74 -30
-190 -2568 -3147; -17 -66 -22
-246 -2433 -3138; -7 -61 -24
-223 -2316 -3169; 24 -67 -45
-164 -2449 -3059; 73 -74 -66
-166 -2570 -3061; 93 -69 -67
-205 -2577 -3118; 65 -47 -57
-197 -2619 -3242; 43 -32 -58
-197 -2638 -3206; 51 -36 -65
-159 -2698 -3218; 71 -49 -68
-176 -2637 -3204; 68 -58 -68
-181 -2670 -3139; 94 -60 -72
-167 -2660 -3025; 123 -64 -74
-144 -2668 -3036; 120 -69 -71
-125 -3697 -3023; 65 -64 -41
28 -1406 -3427; -99 -123 -4
-28 -3510 -3147; 119 -96 -119
-53 -2155 -3200; 106 -88 -76
-134 -2961 -3093; 76 -93 -63
-159 -2827 -3265; 28 -92 -79
-137 -2644 -3048; 14 -92 -55
-225 -2696 -3083; 12 -85 -46
-169 -2565 -3125; -12 -83 -53
-115 -2638 -3091; -12 -93 -59
207 -2554 -3206; -13 -89 -52
-12 -2671 -3105; -2 -80 -56
-41 -2345 -3255; 15 -70 -48
-128 -2548 -3107; 39 -85 -58
-275 -2635 -3121; 53 -96 -64
-332 -2586 -3144; 33 -88 -48
-294 -2524 -3087; 25 -81 -45
-229 -2508 -3094; 54 -73 -50
-276 -2464 -3191; 84 -67 -52
-189 -2621 -3137; 62 -70 -52
-28 -2732 -3100; 36 -75 -56
-78 -2672 -3113; 55 -59 -51
-10 -2648 -3164; 66 -42 -43
62 -2590 -3096; 50 -46 -40
-59 -2513 -3214; 45 -45 -39
-78 -2345 -3163; 48 -50 -43
-172 -2569 -3152; 60 -57 -68
-239 -2620 -3125; 71 -52 -65
-225 -2592 -3084; 78 -47 -50
-182 -2704 -3081; 79 -50 -51
-129 -2622 -3127; 73 -53 -52
-167 -2628 -3163; 57 -52 -47
-110 -2597 -3147; 60 -60 -48
-177 -2604 -3185; 63 -67 -48
-163 -2528 -3174; 62 -65 -42
-162 -2554 -3157; 50 -62 -41
-111 -2561 -3219; 55 -65 -45
-136 -2536 -3143; 87 -75 -57
-161 -2586 -3039; 124 -74 -82
-174 -2601 -3041; 104 -61 -80
-218 -2624 -3070; 83 -44 -67
-254 -2643 -3098; 67 -28 -54
-210 -2552 -3198; 64 -21 -57
-564 -2376 -3285; 91 -23 -81
388 -3073 -2651; 173 0 -143
-133 -2674 -3379; 172 -15 -100
-57 -2629 -3182; 61 -8 -52
-286 -2730 -3183; 2 -30 -52
-317 -2472 -3103; 47 -29 -56
-248 -2430 -3030; 66 -25 -64
-215 -2657 -3067; 80 -38 -72
-170 -2699 -3212; 76 -37 -54
-193 -2814 -3165; 75 -38 -36
-178 -2738 -3172; 85 -46 -32
-137 -2564 -3141; 91 -53 -34
-134 -2599 -3141; 105 -56 -40
-136 -2602 -3123; 120 -66 -37
-163 -2608 -3154; 116 -76 -36
-117 -2683 -3120; 76 -87 -39
-98 -2713 -3208; 61 -88 -32
-111 -2707 -3181; 30 -89 -16
-89 -2678 -3075; 15 -91 -12
-94 -2592 -3104; 44 -91 -25
-88 -2556 -3035; 67 -93 -42
-119 -2552 -3000; 71 -100 -55
-130 -2576 -2972; 60 -94 -60
-164 -2732 -3086; 52 -91 -58
-205 -2623 -3183; 41 -88 -48
-155 -2669 -3219; 43 -92 -46
-180 -2745 -3206; 46 -95 -49
-207 -2662 -3126; 40 -96 -44
-282 -2657 -3089; 24 -95 -45
-277 -2540 -2985; 9 -94 -51
-276 -2490 -2976; 15 -86 -59
-239 -2542 -3050; 34 -86 -61
-178 -2681 -3028; 47 -89 -55
-190 -2735 -3126; 66 -80 -42
-199 -2637 -3110; 81 -80 -42
-176 -2646 -3049; 86 -84 -55
-130 -2533 -3131; 59 -77 -57
-90 -2529 -3031; 49 -64 -59
-66 -2552 -3062; 44 -59 -69
-6 -2648 -3051; 46 -64 -72
-35 -2641 -3090; 46 -65 -69
-58 -2653 -3150; 49 -67 -68
-92 -2747 -3195; 49 -71 -73
-185 -2711 -3150; 59 -73 -66
-261 -2610 -3075; 66 -72 -55
-209 -2686 -3028; 61 -67 -61
-173 -2616 -3040; 48 -68 -58
-162 -2555 -3097; 31 -80 -50
-146 -2665 -3150; 38 -95 -49
-203 -2697 -3230; 49 -95 -46
-212 -2700 -3205; 57 -98 -35
-230 -2683 -3158; 62 -96 -27
-252 -2613 -3106; 66 -94 -28
-127 -2553 -3095; 88 -90 -36
-118 -2581 -2949; 89 -101 -41
-99 -2578 -3072; 49 -93 -37
-121 -2678 -3130; 32 -93 -36
-174 -2584 -3199; 19 -102 -36
-173 -2550 -3109; 39 -114 -43
-243 -2609 -3060; 82 -105 -51
-329 -2531 -3057; 119 -91 -53
-378 -2599 -3089; 130 -87 -65
-299 -2619 -3082; 109 -99 -75
-275 -2592 -3034; 100 -92 -76
-264 -2612 -3020; 88 -81 -76
-137 -2495 -3084; 55 -77 -85
-41 -2588 -3153; 33 -81 -107
53 -2714 -3085; 34 -75 -115
20 -2695 -3128; 22 -65 -99
8 -2531 -3144; 11 -80 -94
-43 -2610 -3182; 42 -104 -110
-48 -2613 -3285; 62 -116 -112
-115 -2451 -3141; 64 -115 -108
-198 -2591 -2942; 62 -101 -124
-198 -2761 -3157; 44 -79 -128
-204 -2608 -2922; -18 -81 -122
-164 -2735 -3358; -43 -83 -121
-192 -2654 -3317; 2 -97 -117
-167 -2601 -3107; 52 -105 -113
-196 -2631 -3162; 82 -100 -116
-176 -2629 -2983; 70 -100 -114
-174 -2701 -2975; 52 -101 -112
-204 -2611 -3164; 25 -92 -109
-149 -2614 -3130; 30 -97 -105
-152 -2572 -3270; 37 -99 -101
-163 -2621 -3287; 61 -105 -98
-196 -2700 -3182; 62 -112 -95
-172 -2691 -3085; 50 -121 -89
-152 -2705 -2965; 67 -126 -85
-169 -2727 -2946; 90 -129 -82
-183 -2760 -2976; 106 -128 -77
-175 -2842 -2897; 92 -130 -74
-181 -3022 -2724; 0 -131 -70
-178 -3366 -2417; -198 -130 -61
-348 -2826 -2587; -566 -125 -42
-191 -2679 -3132; -852 -111 -36
-51 -2470 -3288; -851 -107 -35
-45 -2251 -3596; -760 -109 -31
-122 -2239 -3612; -635 -110 -38
