-929 -744 -3881; 191 -231 -75
-396 -796 -1894; 1236 -145 -12
558 -1029 -2653; 684 -34 -58
1025 -1073 -3476; 253 -6 -92
14 -1059 -3351; 397 -102 -51
41 -2279 -3298; 264 -117 -69
249 -1637 -4558; -162 -12 -78
11 -1360 -4323; -160 -34 -78
-295 -1478 -3997; 31 -77 -92
-409 -1420 -4313; 143 -44 -90
-517 -1302 -3944; 108 -52 -86
-416 -1370 -3692; 82 -69 -83
-220 -1319 -4467; 109 -56 -78
-681 -840 -4580; 78 -115 -92
-475 -1667 -4006; -58 -205 -107
-195 -919 -5011; -101 -179 -58
-757 -3201 -1574; -228 -286 -105
341 -1959 -128; -44 -339 -49
1355 1863 -7057; 527 42 133
-1339 -3614 -2730; 40 -136 -79
-1425 -796 -4098; -732 -206 -7
-67 -443 -2554; -1636 -140 21
630 -1025 -3262; -1273 30 -13
266 -1444 -3620; -384 108 0
-166 -1296 -3896; -39 103 -36
-116 -859 -5067; -189 116 -77
-241 -280 -5317; 155 87 -85
-395 -1651 -3463; 694 24 -117
19 -1605 -4125; 847 55 -104
359 -1418 -4154; 739 31 -81
160 -1580 -3680; 523 -71 -90
94 -1727 -3834; 229 -101 -90
4 -1533 -4072; 114 -102 -54
-108 -1534 -3959; 76 -130 -36
-125 -1510 -3972; 87 -142 -27
-198 -1452 -3829; 106 -144 -13
-187 -1305 -4598; 114 -146 -5
-243 -936 -5082; -66 -175 -21
-761 -2697 -2514; -434 -273 -68
231 -1331 -3416; -329 -158 18
293 -1389 -3134; -627 -122 9
19 -1368 -2662; -863 -151 -44
-320 -1345 -3942; -533 -51 5
-443 -1919 -5275; -110 -5 33
-1015 -2160 -3233; 661 -30 99
66 1348 -7547; 644 42 152
90 -1067 -4553; 673 50 76
-447 719 -3448; 733 0 111
-714 -800 -2977; 226 57 44
118 -89 -3747; -193 99 10
36 -442 -3931; -114 74 -30
-66 -1320 -4216; 74 11 -133
-11 -2030 -4729; 396 24 -160
253 -1459 -4559; 567 -12 -154
429 -2414 -4109; 484 -61 -175
361 -1872 -4064; 309 -95 -164
192 -1697 -3484; 390 -120 -112
485 -1860 -2812; 212 -138 -121
-134 -1435 -3827; -114 -130 -96
-271 -1164 -3669; -117 -128 -41
-302 -1334 -3723; -229 -137 -41
-315 -1423 -4005; -135 -100 -33
-466 -1476 -3939; 85 -84 -10
-511 -1620 -3888; 161 -79 -12
-444 -1572 -3885; 162 -62 -8
-356 -1419 -3766; 120 -55 -4
-580 -1993 -3316; 6 -76 -26
-789 -1959 -3452; -282 -180 -89
201 -1888 -2299; -78 -101 -22
547 -1695 -4774; 281 8 31
-126 -1741 -3301; -147 -79 -31
-161 -2014 -3356; -347 -119 -27
-471 -1177 -4587; -647 -36 22
-583 -239 -3826; -892 -94 -3
191 -1071 -2580; -616 -83 6
717 -868 -4515; -448 27 23
-155 -982 -3364; -139 25 59
-249 -1258 -4042; 164 6 -39
-302 -1000 -4209; -36 47 -41
-4 -1003 -4306; -202 50 -41
130 -1182 -4235; -154 35 -71
46 -941 -4522; 162 23 -91
-78 -1091 -4411; 468 -15 -109
-71 -1183 -4209; 552 -59 -131
-116 -1695 -3757; 530 -96 -131
-65 -1513 -3878; 457 -114 -111
-15 -1620 -3949; 434 -128 -93
-132 -1567 -3571; 402 -161 -83
-196 -704 -3987; 343 -151 -60
-775 211 -3277; 150 -140 -91
-787 -1718 -3811; -117 -111 -189
-562 -1274 -3618; -363 -98 -155
154 -1910 -3270; -689 -101 -155
155 -2031 -3620; -389 -29 -186
-413 -1995 -4012; 228 46 -157
-1110 -1497 -5149; 150 23 -189
-625 -1117 -4697; 264 -44 -202
-414 -1158 -3597; 500 -77 -153
12 -708 -4395; 240 -45 -146
451 -1753 -2852; -99 -91 -183
978 -1107 -2969; -82 -79 -115
715 -1449 -3492; 56 -21 -107
241 -1793 -3781; 116 -17 -122
31 -1768 -4524; 58 -13 -99
-6 -1710 -4851; 84 -12 -61
5 -1401 -4404; 173 -38 -30
-65 -1161 -4265; 139 -52 -17
-142 -1174 -4084; 121 -70 -15
-338 -1047 -3816; 148 -99 11
-373 -1161 -3668; 122 -121 15
-268 -1281 -3580; 111 -129 10
-223 -1290 -3562; 134 -129 12
-186 -1459 -3628; 148 -119 6
-187 -1574 -3693; 138 -105 -6
-265 -1519 -3817; 103 -86 -14
-184 -1721 -4208; 39 -79 -39
-382 -1811 -3795; -59 -132 -82
-592 -945 -1601; -28 -103 -65
35 -1774 -2753; 21 -29 -90
-459 -1543 -4615; -1 47 -56
-99 -1611 -4508; -143 -58 -55
232 -1761 -3765; -68 -89 -64
0 -1936 -4236; -70 -47 -47
-806 -2394 -3860; -109 -69 18
-340 -256 -3902; -221 -116 121
35 -114 -3030; -509 -163 89
348 -1087 -3283; 136 -40 61
-115 -710 -3384; 322 -1 122
321 -1030 -3226; 66 -58 -38
281 -827 -4034; 89 24 -62
88 -1304 -4833; 215 40 -105
-178 -1773 -4152; 357 11 -144
103 -2494 -3409; 341 29 -138
121 -1304 -4410; 68 55 -119
-92 -1580 -3858; 75 -11 -170
-225 -1731 -4183; 167 -31 -148
-164 -2137 -4572; 138 -71 -117
-292 -1467 -3697; 67 -133 -80
-46 -1272 -3919; 16 -144 -50
-101 -1277 -3849; 7 -132 -27
-301 -419 -3697; 4 -156 9
-534 -784 -4652; -82 -221 -12
-853 -4918 -2255; -253 -256 -142
17 -744 -3973; 13 -119 -24
317 -111 -4699; 502 113 113
-518 -2220 -2259; 350 -123 -245
-383 -1574 -4007; 255 -68 -107
-313 -1950 -4166; -159 -26 -94
-49 -1210 -4373; -305 -13 -99
55 -1971 -4019; -184 -5 -110
358 -1226 -4106; 17 12 -78
198 -1410 -3184; 88 -1 -79
664 -1673 -2910; -15 -16 -49
502 -847 -4003; -78 -15 35
149 -1485 -3784; -153 -32 7
-103 -1416 -4038; -34 -42 -9
-258 -1364 -4418; 79 -12 -9
-211 -1133 -4408; 144 23 -41
-457 -847 -3905; 160 39 -108
-244 -1073 -4031; 121 -55 -38
-247 -1219 -3761; 113 -81 -42
-178 -1255 -3696; 126 -87 -49
-151 -1343 -3590; 137 -91 -57
-133 -1412 -3558; 149 -90 -62
-120 -1473 -3620; 140 -81 -62
-139 -1539 -3719; 108 -68 -61
464 -1820 -5533; 67 -54 -57
-565 -1588 -5450; -38 -192 -30
-21 -1070 -4700; -152 -243 -142
-708 -1906 -2571; -99 -107 -16
-201 -1177 -3146; 171 -61 -16
851 -3775 -4482; -13 -67 71
-306 465 -894; -98 -288 449
-675 -455 -2533; 309 -73 -168
-382 -1624 -3524; 306 422 -490
-281 -874 -3602; -27 -21 -97
-199 -1008 -4066; -77 28 16
-138 -1187 -4135; -14 20 -45
-249 -1101 -3929; 70 -10 -52
-118 -1243 -3966; 94 -26 -66
-99 -1334 -3910; 123 -44 -76
-87 -1398 -3806; 149 -68 -77
-74 -1501 -3810; 130 -83 -79
-40 -1544 -3845; 102 -95 -73
-63 -1607 -3856; 77 -105 -65
-73 -1569 -3873; 46 -108 -56
-121 -1470 -3865; 19 -106 -45
-148 -1392 -3844; 8 -100 -38
-916 -1037 -4989; 27 -64 -3
-295 -2405 -3268; 76 -55 -6
103 -904 -4367; 74 -84 -76
-73 -1275 -3514; -53 -34 -3
-90 -1265 -3749; 24 -44 -43
-169 -1395 -3812; 13 -19 -37
-167 -1405 -3792; -44 -19 -41
-170 -1313 -3876; -36 -9 -32
-178 -1296 -3909; -36 -6 -32
-164 -1335 -3921; -10 -7 -30
-153 -1367 -3957; 2 -11 -29
-160 -1378 -3931; 4 -16 -29
-143 -1365 -3983; 11 -25 -29
777 -1770 -3914; 17 -32 -28
-337 -1533 -3972; 41 -43 -32
-39 -1383 -4139; -14 -48 -42
-83 -1292 -3864; -38 -77 -49
-55 -1422 -3970; 28 -79 -58
-56 -1500 -3867; 35 -86 -68
-37 -1336 -3845; -12 -97 -66
-42 -1279 -3793; -23 -98 -70
-80 -1221 -3781; 4 -97 -74
-72 -1176 -3806; 46 -93 -76
-64 -1205 -3814; 88 -88 -79
-53 -1287 -3774; 117 -81 -79
-43 -1379 -3755; 121 -75 -77
-34 -1473 -3742; 111 -70 -73
-36 -1525 -3745; 82 -63 -69
-56 -1531 -3760; 34 -57 -62
-110 -1404 -3810; -23 -55 -54
-112 -1327 -3922; -49 -53 -48
-108 -1331 -3930; -44 -53 -45
-93 -1323 -3972; -59 -54 -45
-67 -1331 -3991; -82 -55 -45
-48 -1282 -4023; -103 -59 -45
-41 -1252 -4009; -114 -63 -47
-72 -1187 -4020; -104 -68 -49
-86 -1147 -3946; -86 -75 -56
-92 -1095 -3904; -72 -82 -64
-96 -1119 -3887; -52 -89 -74
-110 -1185 -3870; -18 -95 -83
-132 -1230 -3933; 17 -102 -91
-126 -1255 -4041; 47 -107 -99
-136 -1291 -4073; 76 -118 -105
-146 -1290 -4063; 101 -127 -109
-183 -1279 -4036; 115 -135 -111
-178 -1257 -3966; 114 -143 -113
-175 -1264 -3900; 110 -148 -115
-174 -1305 -3831; 101 -150 -116
-154 -1310 -3827; 88 -150 -116
-145 -1352 -3816; 70 -150 -113
-138 -1342 -3835; 54 -151 -110
-165 -1348 -3853; 46 -151 -108
-199 -1332 -3933; 46 -150 -102
-213 -1306 -3930; 60 -145 -98
-230 -1262 -3899; 68 -144 -93
-207 -1263 -3872; 69 -139 -89
-174 -1279 -3846; 72 -135 -84
-135 -1299 -3872; 86 -127 -79
-86 -1372 -3835; 112 -120 -74
-43 -1385 -3842; 128 -111 -68
-7 -1393 -3835; 132 -103 -62
10 -1383 -3800; 134 -95 -56
-26 -1365 -3716; 130 -87 -49
-52 -1308 -3714; 120 -81 -44
-99 -1298 -3706; 117 -72 -38
-119 -1299 -3760; 137 -62 -34
-150 -1283 -3817; 174 -54 -30
-153 -1337 -3848; 209 -42 -28
-138 -1372 -3858; 230 -32 -23
-141 -1446 -3825; 236 -21 -19
-137 -1473 -3761; 230 -11 -13
-150 -1426 -3723; 221 2 -5
-117 -1415 -3690; 225 17 1
-148 -1376 -3688; 226 30 5
-173 -1377 -3682; 215 40 10
-200 -1483 -3680; 191 50 12
-213 -1464 -3780; 149 58 18
-229 -1505 -3830; 109 63 25
-229 -1506 -3905; 90 65 30
-239 -1451 -3941; 79 61 37
-234 -1394 -3957; 83 57 41
-203 -1407 -3925; 101 50 42
-174 -1400 -3867; 113 40 43
-162 -1385 -3857; 109 31 43
-119 -1404 -3881; 110 23 39
-86 -1462 -3891; 118 7 37
-80 -1438 -3939; 123 -3 31
-71 -1405 -3976; 133 -15 22
-74 -1348 -3965; 152 -31 12
-72 -1371 -3954; 160 -46 -1
-81 -1398 -3891; 142 -59 -17
-104 -1392 -3880; 104 -71 -32
-105 -1370 -3932; 81 -80 -50
-132 -1379 -3909; 87 -89 -70
-173 -1394 -3878; 104 -96 -85
-176 -1387 -3834; 117 -100 -101
-146 -1423 -3810; 130 -102 -115
-130 -1445 -3788; 151 -104 -125
-129 -1485 -3814; 171 -105 -133
-104 -1543 -3807; 180 -107 -137
-87 -1532 -3840; 168 -109 -137
-40 -1569 -3837; 135 -111 -134
-42 -1591 -3825; 101 -116 -130
-28 -1589 -3814; 69 -121 -122
-26 -1558 -3802; 46 -127 -112
-41 -1513 -3796; 39 -131 -104
-38 -1568 -3745; 39 -134 -96
-41 -1529 -3786; 41 -134 -86
-52 -1492 -3809; 53 -132 -77
-44 -1441 -3817; 96 -125 -70
-38 -1456 -3717; 126 -116 -64
-70 -1485 -3622; 121 -98 -60
-67 -1534 -3582; 97 -76 -55
-86 -1571 -3597; 81 -46 -51
-128 -1529 -3687; 71 -11 -48
-149 -1525 -3718; 64 27 -47
-178 -1517 -3662; 51 63 -44
-162 -1469 -3630; 31 102 -42
-138 -1461 -3621; 15 144 -42
-111 -1436 -3609; 7 181 -41
-93 -1478 -3587; 7 216 -40
-55 -1533 -3647; 7 249 -37
-5 -1500 -3742; -6 277 -32
31 -1498 -3758; -7 291 -26
38 -1555 -3829; 17 300 -17
7 -1569 -3864; 2 301 -9
22 -1546 -3950; -66 292 0
14 -1466 -4062; -135 277 9
71 -1368 -4047; -170 250 17
98 -1269 -4067; -177 218 24
116 -1204 -4090; -163 183 24
41 -1183 -4070; -101 145 19
6 -1174 -4177; -37 106 14
-21 -1240 -4187; 6 62 4
24 -1248 -4129; 41 18 -3
60 -1260 -4062; 82 -24 -11
94 -1325 -4022; 137 -63 -19
74 -1414 -3956; 191 -99 -27
53 -1429 -3931; 219 -129 -31
100 -1445 -3916; 227 -158 -35
133 -1452 -3964; 229 -180 -37
176 -1514 -3960; 227 -198 -39
211 -1613 -3881; 228 -216 -38
178 -1619 -3871; 219 -221 -37
136 -1633 -3790; 218 -227 -34
141 -1668 -3637; 225 -226 -31
153 -1696 -3506; 208 -215 -28
164 -1655 -3459; 179 -198 -24
170 -1509 -3544; 154 -177 -21
193 -1473 -3578; 165 -157 -20
146 -1578 -3667; 208 -132 -21
93 -1636 -3868; 217 -102 -26
15 -1750 -3982; 218 -79 -31
-32 -1734 -3957; 256 -60 -35
9 -1630 -3845; 310 -47 -38
107 -1506 -3689; 343 -33 -44
192 -1379 -3495; 363 -21 -50
212 -1353 -3354; 379 -9 -60
205 -1500 -3262; 355 3 -67
167 -1650 -3428; 291 15 -72
114 -1692 -3832; 199 21 -69
30 -1748 -4211; 119 15 -61
-53 -1743 -4400; 92 -6 -47
-3 -1748 -4308; 76 -30 -29
74 -1657 -4145; 6 -55 -9
45 -1536 -3965; -27 -78 12
53 -1562 -3793; 26 -96 28
0 -1644 -3622; 95 -112 42
-32 -1743 -3476; 137 -122 61
41 -1915 -3529; 156 -123 77
98 -1917 -3566; 144 -125 96
197 -1947 -3551; 147 -128 115
269 -1817 -3722; 151 -122 130
188 -1720 -3817; 114 -118 139
97 -1736 -3705; 67 -118 144
80 -1745 -3655; 5 -114 143
75 -1732 -3614; -81 -107 142
88 -1743 -3386; -125 -99 139
46 -1675 -3327; -128 -81 136
11 -1552 -3352; -93 -62 133
42 -1436 -3480; 2 -40 126
22 -1409 -3582; 85 -17 110
14 -1353 -3683; 99 -2 94
75 -1350 -3679; 85 7 77
66 -1337 -3676; 71 13 57
1 -1351 -3688; 56 19 33
-55 -1644 -3430; 54 20 8
-108 -1605 -3474; -7 28 -13
-177 -1595 -3683; -97 40 -36
-261 -1735 -3913; -45 51 -67
-402 -1756 -3997; 97 59 -85
-464 -1663 -3946; 193 61 -103
-455 -1511 -3805; 238 61 -127
-408 -1320 -3640; 263 65 -150
-332 -1332 -3582; 240 72 -177
-319 -1391 -3587; 152 77 -204
-348 -1451 -3762; 57 77 -219
-374 -1715 -3829; 54 64 -231
-312 -2005 -3813; 145 42 -227
-184 -2152 -3867; 219 15 -211
-122 -2143 -4116; 167 -19 -193
-170 -2028 -4446; 14 -56 -179
-244 -1850 -4586; -107 -104 -158
-247 -1796 -4474; -169 -157 -142
-222 -1665 -4287; -222 -206 -128
-163 -1642 -4139; -266 -246 -119
-140 -1627 -4062; -265 -271 -109
-94 -1522 -4045; -227 -287 -99
-138 -1483 -3915; -162 -300 -92
-119 -1416 -3785; -88 -304 -80
-83 -1258 -3653; -29 -297 -69
-102 -1209 -3701; 26 -279 -65
-147 -1158 -3735; 90 -263 -62
-184 -1185 -3621; 156 -250 -60
-204 -1307 -3595; 184 -228 -63
-177 -1457 -3512; 172 -207 -66
-122 -1632 -3476; 134 -184 -70
-80 -1733 -3605; 90 -155 -78
-103 -1720 -3585; 77 -132 -83
-65 -1551 -3452; 122 -115 -87
-8 -1327 -3339; 154 -94 -94
102 -1331 -3155; 115 -76 -111
150 -1393 -3077; -1 -59 -127
134 -1454 -3126; -150 -41 -138
50 -1465 -3443; -258 -23 -145
-124 -1498 -3656; -298 -20 -145
-205 -1534 -3717; -289 -23 -143
-158 -1435 -3883; -318 -30 -135
-156 -1312 -4060; -364 -39 -126
-176 -1356 -4163; -336 -52 -120
-179 -1368 -4245; -283 -67 -112
-138 -1330 -4165; -252 -88 -99
-115 -1303 -4133; -227 -104 -88
-136 -1351 -4062; -213 -111 -78
-129 -1308 -3870; -215 -121 -65
-74 -1133 -3665; -226 -128 -49
-10 -1086 -3575; -213 -124 -39
-4 -1141 -3554; -167 -114 -30
-14 -1206 -3626; -124 -106 -19
24 -1387 -3780; -110 -98 -11
11 -1505 -3936; -97 -95 1
19 -1593 -3947; -80 -99 16
25 -1655 -3972; -73 -103 29
-33 -1516 -3916; -73 -106 41
-34 -1461 -3917; -70 -105 46
-42 -1390 -3822; -56 -104 43
-21 -1340 -3770; -24 -99 42
-17 -1396 -3794; 42 -85 33
15 -1400 -3773; 111 -68 18
61 -1400 -3741; 136 -51 9
53 -1429 -3670; 107 -32 -4
47 -1422 -3591; 73 -8 -17
46 -1388 -3477; 51 22 -24
72 -1339 -3410; 41 52 -30
107 -1323 -3438; 55 85 -32
105 -1440 -3482; 69 117 -30
97 -1588 -3581; 53 150 -24
114 -1737 -3691; 1 175 -9
133 -1852 -3825; -67 196 10
114 -1873 -3921; -138 210 38
85 -1877 -3931; -172 218 68
64 -1703 -4063; -192 227 100
108 -1626 -4135; -192 228 126
147 -1634 -4192; -164 223 152
155 -1645 -4142; -149 215 176
180 -1643 -3998; -146 202 196
212 -1530 -3940; -142 194 215
248 -1556 -3702; -80 182 235
235 -1567 -3656; -59 186 240
215 -1598 -3725; -57 189 240
187 -1530 -3842; -63 193 237
152 -1512 -3944; -60 197 230
164 -1469 -3961; -47 197 220
174 -1345 -3919; -54 195 211
151 -1295 -3885; -67 196 193
140 -1239 -3837; -81 193 177
128 -1167 -3833; -109 188 163
78 -1203 -3852; -143 182 145
24 -1184 -3999; -165 170 131
-32 -1184 -4093; -181 156 119
-50 -1087 -4169; -195 136 111
-19 -1027 -4164; -184 112 104
2 -975 -4116; -150 87 96
19 -914 -4080; -125 65 89
27 -843 -4047; -117 41 81
48 -798 -4050; -122 19 72
137 -867 -4034; -122 -6 62
216 -985 -3984; -93 -23 54
272 -1135 -3972; -49 -40 50
295 -1302 -3953; -38 -56 44
330 -1350 -3986; -54 -70 46
360 -1340 -3978; -75 -84 47
364 -1253 -3938; -89 -95 50
361 -1167 -3917; -91 -101 52
381 -1108 -3883; -96 -108 51
359 -1050 -3868; -107 -113 49
326 -1073 -3902; -104 -111 44
295 -1107 -3939; -84 -105 41
266 -1125 -3933; -54 -100 39
203 -1153 -3952; -31 -92 37
214 -1149 -3887; -18 -85 35
239 -1107 -3841; -22 -76 34
207 -1021 -3812; -29 -65 34
219 -1011 -3825; -14 -53 29
221 -988 -3859; 6 -45 26
194 -1053 -3963; 22 -39 22
157 -1113 -4027; 45 -35 17
110 -1219 -4057; 65 -35 13
100 -1279 -4051; 70 -38 9
73 -1266 -4021; 55 -44 10
72 -1210 -4011; 25 -48 10
74 -1175 -4023; 1 -53 8
57 -1086 -3946; -11 -60 8
86 -1046 -3858; -29 -66 7
141 -1020 -3829; -62 -70 1
189 -1033 -3828; -86 -76 1
203 -1057 -3857; -94 -80 1
216 -1100 -3943; -98 -82 0
211 -1050 -4042; -127 -87 3
180 -932 -4061; -220 -101 4
172 -913 -4037; -181 -101 4
164 -920 -3983; -109 -97 2
168 -896 -3875; -47 -92 -1
157 -899 -3894; 1 -83 -5
156 -935 -3894; 43 -73 -10
148 -947 -3886; 69 -64 -15
113 -983 -3941; 68 -53 -19
105 -1034 -3912; 60 -45 -23
59 -1017 -3855; 56 -35 -23
43 -1009 -3780; 57 -27 -25
49 -986 -3758; 61 -16 -26
94 -970 -3767; 61 -7 -24
113 -984 -3804; 51 -1 -23
107 -991 -3945; 24 2 -21
63 -979 -4010; -2 2 -17
66 -980 -4104; -8 -2 -11
42 -987 -4182; -10 -4 -7
48 -961 -4187; -30 -10 -1
62 -971 -4155; -50 -18 4
109 -973 -4127; -62 -24 13
201 -974 -4001; -76 -29 22
269 -941 -3888; -89 -33 32
314 -887 -3851; -90 -35 44
314 -845 -3876; -79 -37 54
255 -781 -4007; -70 -39 62
204 -775 -4081; -68 -43 69
188 -764 -4169; -66 -50 73
177 -833 -4168; -51 -57 72
159 -798 -4200; -44 -64 70
110 -723 -4226; -54 -67 68
77 -723 -4191; -38 -64 60
30 -769 -4125; 11 -56 51
35 -775 -4053; 52 -49 42
66 -831 -3937; 94 -39 32
24 -874 -3821; 141 -23 21
26 -875 -3777; 168 -8 12
23 -890 -3835; 168 6 3
61 -886 -3947; 153 13 -8
18 -892 -4043; 129 13 -18
-29 -862 -4068; 111 4 -28
-48 -964 -4092; 118 -12 -38
-19 -982 -4119; 126 -32 -46
1 -1032 -4062; 122 -56 -50
48 -1002 -4081; 129 -81 -54
74 -985 -4111; 113 -107 -55
87 -1024 -4143; 87 -130 -56
69 -1022 -4107; 67 -150 -55
88 -1025 -4055; 60 -163 -51
113 -999 -3949; 66 -170 -45
164 -956 -3851; 71 -170 -41
158 -890 -3752; 81 -159 -39
147 -895 -3682; 90 -144 -39
151 -876 -3718; 73 -124 -38
149 -843 -3830; 39 -101 -35
139 -829 -3970; 17 -79 -39
170 -836 -4030; 17 -58 -42
145 -862 -4068; 33 -41 -43
133 -895 -4004; 69 -25 -43
129 -953 -3902; 112 -13 -43
111 -951 -3857; 123 -3 -38
115 -929 -3847; 108 5 -33
111 -882 -3906; 79 10 -28
113 -899 -4017; 58 11 -27
117 -937 -4135; 55 5 -24
60 -953 -4160; 35 -8 -23
61 -944 -4184; 7 -26 -20
88 -916 -4229; -7 -47 -21
118 -956 -4231; -4 -67 -22
121 -880 -4180; 10 -89 -24
113 -853 -4158; 28 -109 -27
110 -835 -4079; 24 -126 -34
128 -793 -4053; 13 -136 -41
132 -838 -4001; 13 -141 -50
146 -811 -3983; 34 -144 -55
106 -816 -3998; 64 -142 -62
96 -814 -4018; 75 -134 -70
91 -775 -4018; 88 -129 -76
104 -755 -4067; 113 -120 -83
94 -746 -4152; 154 -114 -89
94 -811 -4142; 191 -109 -94
105 -880 -4133; 190 -106 -98
149 -962 -4064; 150 -107 -99
148 -1013 -3992; 106 -109 -96
174 -1040 -3970; 80 -111 -94
142 -1055 -3911; 81 -112 -85
109 -1022 -3920; 111 -113 -75
97 -1002 -3957; 153 -117 -66
88 -936 -4022; 189 -122 -59
89 -931 -4065; 213 -128 -53
102 -957 -4036; 212 -136 -49
119 -1024 -4055; 178 -145 -45
105 -1092 -4028; 130 -150 -44
75 -1102 -4010; 69 -154 -42
35 -1049 -3980; 22 -157 -37
-17 -963 -3929; 10 -156 -37
-68 -888 -3956; 28 -153 -39
-80 -846 -3972; 59 -149 -42
-59 -819 -3956; 88 -144 -48
-46 -825 -4003; 108 -141 -53
-29 -851 -4014; 126 -142 -60
-20 -912 -4026; 143 -144 -68
13 -970 -4066; 149 -146 -74
30 -1034 -4090; 131 -150 -77
55 -1106 -4062; 101 -157 -80
79 -1134 -4047; 61 -165 -83
104 -1116 -4021; 24 -174 -83
79 -1125 -3962; 7 -179 -81
85 -1066 -3967; -5 -181 -81
87 -1017 -3965; -10 -182 -82
74 -999 -3984; 5 -178 -83
71 -999 -3965; 39 -171 -84
49 -1031 -3879; 82 -163 -82
61 -1058 -3764; 111 -151 -80
85 -1063 -3728; 119 -135 -76
126 -1100 -3773; 120 -118 -72
93 -1070 -3836; 114 -101 -66
68 -1091 -3896; 116 -89 -59
29 -1082 -3856; 123 -81 -51
-6 -1075 -3813; 113 -77 -44
-21 -1076 -3813; 90 -72 -37
-58 -1092 -3836; 72 -65 -33
-81 -1071 -3940; 62 -65 -25
-105 -1100 -4019; 60 -65 -20
-141 -1127 -4072; 61 -65 -18
-106 -1156 -4033; 57 -68 -15
-106 -1126 -3974; 39 -69 -12
-110 -1124 -3897; 36 -68 -9
-93 -1070 -3826; 27 -67 -8
-97 -1041 -3751; 5 -60 -7
-62 -996 -3785; -17 -53 -7
-3 -1016 -3827; -39 -41 -8
24 -997 -3907; -73 -31 -12
-12 -923 -3983; -95 -21 -14
-30 -935 -3964; -63 -11 -21
-51 -903 -3918; -20 -1 -26
-13 -916 -3840; -5 9 -33
44 -961 -3790; -6 21 -41
97 -1019 -3844; -29 34 -49
166 -1069 -3971; -77 47 -57
149 -1055 -4035; -124 54 -61
128 -1013 -4074; -150 54 -64
96 -985 -4076; -166 54 -66
164 -979 -3995; -169 52 -67
196 -965 -3902; -167 49 -65
252 -938 -3870; -152 46 -60
273 -963 -3889; -129 45 -54
229 -939 -3992; -133 42 -44
141 -887 -4057; -147 37 -35
84 -861 -4113; -133 30 -23
59 -849 -4088; -110 22 -11
43 -877 -4041; -94 13 1
40 -923 -3970; -87 7 11
45 -966 -3944; -108 1 22
36 -983 -3947; -153 -7 30
36 -969 -4026; -201 -12 37
-55 -919 -4089; -251 -19 43
-101 -856 -4179; -290 -27 46
-175 -793 -4191; -296 -39 47
-168 -776 -4136; -258 -49 45
-165 -780 -4041; -214 -56 44
-172 -702 -3971; -212 -60 39
-172 -622 -3944; -242 -63 35
-141 -533 -3985; -258 -66 27
-86 -514 -4040; -238 -67 15
-79 -525 -4053; -204 -70 1
-49 -594 -4067; -177 -73 -13
10 -704 -4103; -149 -76 -26
62 -820 -4118; -133 -73 -36
87 -887 -4110; -150 -71 -45
100 -862 -4060; -180 -71 -47
90 -790 -4002; -202 -65 -48
74 -690 -3973; -202 -55 -49
81 -597 -3969; -190 -39 -49
114 -551 -3971; -163 -28 -50
116 -503 -3976; -140 -16 -52
119 -480 -3994; -135 -4 -54
117 -499 -3983; -131 3 -57
138 -554 -3975; -125 5 -61
155 -562 -4003; -121 8 -65
118 -524 -4107; -128 6 -67
37 -486 -4158; -119 3 -71
-19 -457 -4151; -69 -3 -75
-26 -474 -4091; -4 -11 -82
3 -505 -4060; 48 -18 -87
68 -540 -4026; 63 -24 -90
116 -492 -4082; 54 -27 -91
144 -513 -4070; 54 -31 -95
114 -517 -4040; 70 -33 -96
84 -543 -4065; 103 -35 -97
67 -542 -4089; 141 -34 -97
52 -588 -4081; 166 -31 -99
52 -671 -4040; 172 -30 -100
99 -708 -4037; 157 -26 -100
131 -792 -4007; 141 -20 -100
127 -846 -3967; 99 -12 -96
64 -778 -4010; 41 -3 -92
10 -650 -4036; -19 1 -85
-16 -509 -4029; -56 4 -80
41 -425 -4077; -65 6 -77
106 -387 -4218; -76 6 -76
155 -404 -4310; -105 -2 -74
199 -527 -4243; -155 -16 -71
245 -630 -4199; -228 -37 -70
191 -537 -4221; -287 -57 -63
92 -469 -4135; -303 -77 -57
63 -358 -4174; -295 -95 -53
27 -160 -4246; -281 -108 -48
59 -65 -4236; -232 -122 -38
91 65 -4311; -175 -129 -24
214 13 -4354; -123 -141 -30
163 -143 -4268; -75 -171 -72
106 -279 -4193; -33 -190 -86
66 -375 -4120; -30 -201 -94
-7 -326 -4057; -59 -211 -100
-22 -209 -4064; -84 -223 -108
-11 -190 -4130; -79 -233 -119
25 -177 -4244; -52 -245 -131
55 -222 -4365; -22 -258 -145
41 -169 -4438; 0 -275 -157
51 -186 -4367; 5 -294 -167
59 -292 -4265; 10 -312 -179
74 -344 -4161; -1 -322 -186
88 -344 -4118; -70 -329 -191
29 -279 -4133; -174 -335 -194
-18 -204 -4119; -196 -334 -200
-40 -189 -4069; -139 -333 -203
-67 -164 -4074; -120 -327 -207
-46 -191 -3990; -103 -322 -209
21 -252 -3978; -92 -315 -214
104 -268 -4027; -90 -310 -215
152 -298 -4067; -80 -304 -215
126 -289 -4114; -52 -298 -215
64 -288 -4221; 39 -293 -211
-33 -329 -4189; 161 -292 -207
-97 -414 -4156; 256 -288 -200
-117 -453 -4053; 309 -285 -190
-120 -463 -3917; 320 -278 -181
-82 -519 -3845; 313 -264 -171
24 -530 -3828; 316 -249 -159
66 -514 -3932; 308 -231 -148
